session_id,user_id,channel,language,total_duration_sec,total_turns,final_outcome,is_completed,is_abandoned,is_transferred,transfer_reason,session_date,session_month
S2255,U1054,voice,KINYARWANDA,114,8,completed,1,0,0,system,"January 25, 2025","January 1, 2025"
S2256,U1399,voice,KINYARWANDA,67,8,completed,1,0,0,,"April 16, 2025","April 1, 2025"
S2257,U1011,voice,KINYARWANDA,72,14,completed,1,0,0,user_request,"February 28, 2025","February 1, 2025"
S2258,U1144,voice,KINYARWANDA,112,8,transferred,0,0,1,,"March 20, 2025","March 1, 2025"
S2259,U1399,voice,KINYARWANDA,157,14,transferred,0,0,1,system,"March 27, 2025","March 1, 2025"
S2260,U1395,voice,KINYARWANDA,181,12,completed,1,0,0,repeated_errors,"January 6, 2025","January 1, 2025"
S2261,U1135,voice,KINYARWANDA,309,9,completed,1,0,0,user_request,"February 21, 2025","February 1, 2025"
S2262,U1467,voice,KINYARWANDA,371,12,completed,1,0,0,,"March 20, 2025","March 1, 2025"
S2263,U1002,voice,KINYARWANDA,137,8,abandoned,0,1,0,,"March 29, 2025","March 1, 2025"
S2264,U1143,voice,KINYARWANDA,56,3,abandoned,0,1,0,repeated_errors,"January 21, 2025","January 1, 2025"
S2265,U1029,voice,KINYARWANDA,157,5,completed,1,0,0,user_request,"March 12, 2025","March 1, 2025"
S2266,U1236,voice,KINYARWANDA,35,4,completed,1,0,0,,"April 3, 2025","April 1, 2025"
S2267,U1278,voice,KINYARWANDA,43,8,abandoned,0,1,0,system,"April 6, 2025","April 1, 2025"
S2268,U1347,voice,KINYARWANDA,214,10,abandoned,0,1,0,user_request,"February 1, 2025","February 1, 2025"
S2269,U1114,voice,KINYARWANDA,145,5,completed,1,0,0,,"February 22, 2025","February 1, 2025"
S2270,U1103,voice,KINYARWANDA,125,12,abandoned,0,1,0,user_request,"February 28, 2025","February 1, 2025"
S2271,U1117,voice,KINYARWANDA,305,10,completed,1,0,0,,"March 10, 2025","March 1, 2025"
S2272,U1004,voice,KINYARWANDA,139,10,completed,1,0,0,,"March 3, 2025","March 1, 2025"
S2273,U1467,voice,KINYARWANDA,116,7,abandoned,0,1,0,,"January 4, 2025","January 1, 2025"
S2274,U1359,voice,KINYARWANDA,92,10,abandoned,0,1,0,repeated_errors,"March 27, 2025","March 1, 2025"
S2275,U1247,voice,KINYARWANDA,63,8,completed,1,0,0,repeated_errors,"January 18, 2025","January 1, 2025"
S2276,U1363,voice,KINYARWANDA,139,7,transferred,0,0,1,,"April 9, 2025","April 1, 2025"
S2277,U1320,voice,KINYARWANDA,88,11,completed,1,0,0,repeated_errors,"March 22, 2025","March 1, 2025"
S2278,U1120,voice,KINYARWANDA,29,9,abandoned,0,1,0,repeated_errors,"April 24, 2025","April 1, 2025"
S2279,U1285,voice,KINYARWANDA,115,10,completed,1,0,0,repeated_errors,"April 24, 2025","April 1, 2025"
S2280,U1148,voice,KINYARWANDA,95,3,transferred,0,0,1,,"February 25, 2025","February 1, 2025"
S2281,U1083,voice,KINYARWANDA,214,13,transferred,0,0,1,user_request,"January 24, 2025","January 1, 2025"
S2282,U1453,voice,KINYARWANDA,5,4,completed,1,0,0,,"March 7, 2025","March 1, 2025"
S2283,U1405,voice,KINYARWANDA,153,10,transferred,0,0,1,,"January 13, 2025","January 1, 2025"
S2284,U1465,voice,KINYARWANDA,97,14,abandoned,0,1,0,,"March 3, 2025","March 1, 2025"
S2285,U1455,voice,KINYARWANDA,22,11,abandoned,0,1,0,,"February 23, 2025","February 1, 2025"
S2286,U1230,voice,KINYARWANDA,109,6,completed,1,0,0,user_request,"January 15, 2025","January 1, 2025"
S2287,U1287,voice,KINYARWANDA,65,14,abandoned,0,1,0,,"March 10, 2025","March 1, 2025"
S2288,U1160,voice,KINYARWANDA,61,12,transferred,0,0,1,repeated_errors,"January 3, 2025","January 1, 2025"
S2289,U1271,voice,KINYARWANDA,147,13,completed,1,0,0,,"February 6, 2025","February 1, 2025"
S2290,U1459,voice,KINYARWANDA,171,12,transferred,0,0,1,,"February 6, 2025","February 1, 2025"
S2291,U1037,voice,KINYARWANDA,146,11,completed,1,0,0,system,"April 11, 2025","April 1, 2025"
S2292,U1499,voice,KINYARWANDA,90,6,completed,1,0,0,user_request,"January 3, 2025","January 1, 2025"
S2293,U1225,voice,KINYARWANDA,135,12,completed,1,0,0,,"March 4, 2025","March 1, 2025"
S2294,U1141,voice,KINYARWANDA,146,12,abandoned,0,1,0,,"February 4, 2025","February 1, 2025"
S2295,U1291,voice,KINYARWANDA,264,12,abandoned,0,1,0,,"February 21, 2025","February 1, 2025"
S2296,U1480,voice,KINYARWANDA,83,11,completed,1,0,0,,"March 28, 2025","March 1, 2025"
S2297,U1150,voice,KINYARWANDA,125,13,transferred,0,0,1,user_request,"January 28, 2025","January 1, 2025"
S2298,U1113,voice,KINYARWANDA,205,9,completed,1,0,0,user_request,"April 4, 2025","April 1, 2025"
S2299,U1236,voice,KINYARWANDA,186,4,completed,1,0,0,,"January 18, 2025","January 1, 2025"
S2300,U1065,voice,KINYARWANDA,9,11,completed,1,0,0,system,"April 26, 2025","April 1, 2025"
S2301,U1360,voice,KINYARWANDA,66,6,abandoned,0,1,0,repeated_errors,"February 5, 2025","February 1, 2025"
S2302,U1340,voice,KINYARWANDA,140,10,transferred,0,0,1,,"February 2, 2025","February 1, 2025"
S2303,U1257,voice,KINYARWANDA,47,9,abandoned,0,1,0,,"March 5, 2025","March 1, 2025"
S2304,U1474,voice,KINYARWANDA,49,9,abandoned,0,1,0,repeated_errors,"January 26, 2025","January 1, 2025"
S2305,U1248,voice,KINYARWANDA,99,10,completed,1,0,0,repeated_errors,"February 17, 2025","February 1, 2025"
S2306,U1456,voice,KINYARWANDA,155,3,completed,1,0,0,,"February 9, 2025","February 1, 2025"
S2307,U1448,voice,KINYARWANDA,53,7,completed,1,0,0,,"January 17, 2025","January 1, 2025"
S2308,U1330,voice,KINYARWANDA,119,4,completed,1,0,0,,"February 9, 2025","February 1, 2025"
S2309,U1322,voice,KINYARWANDA,17,4,completed,1,0,0,user_request,"January 7, 2025","January 1, 2025"
S2310,U1179,voice,KINYARWANDA,70,3,abandoned,0,1,0,,"February 26, 2025","February 1, 2025"
S2311,U1189,voice,KINYARWANDA,230,7,completed,1,0,0,,"January 8, 2025","January 1, 2025"
S2312,U1406,voice,KINYARWANDA,12,4,abandoned,0,1,0,user_request,"April 27, 2025","April 1, 2025"
S2313,U1153,voice,KINYARWANDA,142,6,completed,1,0,0,system,"February 25, 2025","February 1, 2025"
S2314,U1195,voice,KINYARWANDA,160,5,completed,1,0,0,system,"January 31, 2025","January 1, 2025"
S2315,U1465,voice,KINYARWANDA,138,5,abandoned,0,1,0,,"February 28, 2025","February 1, 2025"
S2316,U1310,voice,KINYARWANDA,46,4,completed,1,0,0,,"February 27, 2025","February 1, 2025"
S2317,U1261,voice,KINYARWANDA,143,8,transferred,0,0,1,,"January 12, 2025","January 1, 2025"
S2318,U1418,voice,KINYARWANDA,298,4,abandoned,0,1,0,,"February 17, 2025","February 1, 2025"
S2319,U1405,voice,KINYARWANDA,86,10,completed,1,0,0,system,"January 31, 2025","January 1, 2025"
S2320,U1426,voice,KINYARWANDA,114,10,transferred,0,0,1,,"April 18, 2025","April 1, 2025"
S2321,U1142,voice,KINYARWANDA,77,14,completed,1,0,0,,"March 24, 2025","March 1, 2025"
S2322,U1341,voice,KINYARWANDA,212,7,completed,1,0,0,,"March 4, 2025","March 1, 2025"
S2323,U1315,voice,KINYARWANDA,108,12,abandoned,0,1,0,,"March 15, 2025","March 1, 2025"
S2324,U1100,voice,KINYARWANDA,197,9,completed,1,0,0,user_request,"February 8, 2025","February 1, 2025"
S2325,U1243,voice,KINYARWANDA,169,6,abandoned,0,1,0,,"March 17, 2025","March 1, 2025"
S2326,U1489,voice,KINYARWANDA,19,3,abandoned,0,1,0,,"January 20, 2025","January 1, 2025"
S2327,U1011,voice,KINYARWANDA,25,13,transferred,0,0,1,,"April 11, 2025","April 1, 2025"
S2328,U1238,voice,KINYARWANDA,43,4,completed,1,0,0,,"February 17, 2025","February 1, 2025"
S2329,U1048,voice,KINYARWANDA,57,12,completed,1,0,0,,"April 15, 2025","April 1, 2025"
S2330,U1041,voice,KINYARWANDA,226,12,abandoned,0,1,0,repeated_errors,"March 12, 2025","March 1, 2025"
S2331,U1165,voice,KINYARWANDA,60,6,completed,1,0,0,repeated_errors,"April 26, 2025","April 1, 2025"
S2332,U1081,voice,KINYARWANDA,96,3,completed,1,0,0,repeated_errors,"February 23, 2025","February 1, 2025"
S2333,U1428,voice,KINYARWANDA,193,10,completed,1,0,0,system,"March 19, 2025","March 1, 2025"
S2334,U1290,voice,KINYARWANDA,7,11,completed,1,0,0,system,"March 16, 2025","March 1, 2025"
S2335,U1157,voice,KINYARWANDA,87,6,completed,1,0,0,system,"March 12, 2025","March 1, 2025"
S2336,U1215,voice,KINYARWANDA,63,12,transferred,0,0,1,,"January 29, 2025","January 1, 2025"
S2337,U1489,voice,KINYARWANDA,198,5,transferred,0,0,1,,"March 15, 2025","March 1, 2025"
S2338,U1157,voice,KINYARWANDA,87,4,completed,1,0,0,,"April 3, 2025","April 1, 2025"
S2339,U1461,voice,KINYARWANDA,212,7,completed,1,0,0,user_request,"March 14, 2025","March 1, 2025"
S2340,U1133,voice,KINYARWANDA,44,5,completed,1,0,0,system,"April 10, 2025","April 1, 2025"
S2341,U1066,voice,KINYARWANDA,153,12,transferred,0,0,1,user_request,"February 17, 2025","February 1, 2025"
S2342,U1335,voice,KINYARWANDA,251,9,completed,1,0,0,,"March 15, 2025","March 1, 2025"
S2343,U1006,voice,KINYARWANDA,47,13,abandoned,0,1,0,system,"March 24, 2025","March 1, 2025"
S2344,U1435,voice,KINYARWANDA,44,8,completed,1,0,0,,"February 25, 2025","February 1, 2025"
S2345,U1013,voice,KINYARWANDA,165,3,abandoned,0,1,0,,"April 5, 2025","April 1, 2025"
S2346,U1072,voice,KINYARWANDA,52,14,completed,1,0,0,,"January 17, 2025","January 1, 2025"
S2347,U1398,voice,KINYARWANDA,29,10,abandoned,0,1,0,,"January 9, 2025","January 1, 2025"
S2348,U1404,voice,KINYARWANDA,15,4,completed,1,0,0,,"April 19, 2025","April 1, 2025"
S2349,U1162,voice,KINYARWANDA,110,7,abandoned,0,1,0,,"April 7, 2025","April 1, 2025"
S2350,U1065,voice,KINYARWANDA,16,11,completed,1,0,0,,"February 3, 2025","February 1, 2025"
S2351,U1346,voice,KINYARWANDA,78,10,abandoned,0,1,0,repeated_errors,"February 14, 2025","February 1, 2025"
S2352,U1129,voice,KINYARWANDA,113,4,transferred,0,0,1,user_request,"March 29, 2025","March 1, 2025"
S2353,U1418,voice,KINYARWANDA,38,11,completed,1,0,0,repeated_errors,"January 9, 2025","January 1, 2025"
S2354,U1465,voice,KINYARWANDA,32,7,transferred,0,0,1,,"January 7, 2025","January 1, 2025"
S2355,U1205,voice,KINYARWANDA,86,12,abandoned,0,1,0,user_request,"January 16, 2025","January 1, 2025"
S2356,U1275,voice,KINYARWANDA,80,8,completed,1,0,0,system,"January 19, 2025","January 1, 2025"
S2357,U1465,voice,KINYARWANDA,118,5,completed,1,0,0,,"April 13, 2025","April 1, 2025"
S2358,U1255,voice,KINYARWANDA,84,5,completed,1,0,0,,"January 6, 2025","January 1, 2025"
S2359,U1265,voice,KINYARWANDA,94,12,abandoned,0,1,0,,"April 24, 2025","April 1, 2025"
S2360,U1024,voice,KINYARWANDA,158,10,abandoned,0,1,0,,"April 25, 2025","April 1, 2025"
S2361,U1449,voice,KINYARWANDA,36,13,completed,1,0,0,repeated_errors,"January 11, 2025","January 1, 2025"
S2362,U1280,voice,KINYARWANDA,168,12,completed,1,0,0,user_request,"March 17, 2025","March 1, 2025"
S2363,U1252,voice,KINYARWANDA,216,12,abandoned,0,1,0,,"March 2, 2025","March 1, 2025"
S2364,U1309,voice,KINYARWANDA,86,14,transferred,0,0,1,user_request,"February 11, 2025","February 1, 2025"
S2365,U1288,voice,KINYARWANDA,11,4,completed,1,0,0,user_request,"January 13, 2025","January 1, 2025"
S2366,U1163,voice,KINYARWANDA,72,13,transferred,0,0,1,system,"January 12, 2025","January 1, 2025"
S2367,U1094,voice,KINYARWANDA,125,14,completed,1,0,0,,"March 26, 2025","March 1, 2025"
S2368,U1269,voice,KINYARWANDA,104,14,completed,1,0,0,system,"March 15, 2025","March 1, 2025"
S2369,U1320,voice,KINYARWANDA,540,4,abandoned,0,1,0,,"January 20, 2025","January 1, 2025"
S2370,U1109,voice,KINYARWANDA,6,7,completed,1,0,0,repeated_errors,"February 19, 2025","February 1, 2025"
S2371,U1335,voice,KINYARWANDA,245,8,completed,1,0,0,,"February 5, 2025","February 1, 2025"
S2372,U1309,voice,KINYARWANDA,136,14,completed,1,0,0,,"April 2, 2025","April 1, 2025"
S2373,U1237,voice,KINYARWANDA,78,4,abandoned,0,1,0,repeated_errors,"March 29, 2025","March 1, 2025"
S2374,U1380,voice,KINYARWANDA,23,7,abandoned,0,1,0,,"March 10, 2025","March 1, 2025"
S2375,U1435,voice,KINYARWANDA,201,9,completed,1,0,0,,"February 6, 2025","February 1, 2025"
S2376,U1386,voice,KINYARWANDA,84,12,completed,1,0,0,,"January 12, 2025","January 1, 2025"
S2377,U1482,voice,KINYARWANDA,67,12,completed,1,0,0,repeated_errors,"April 9, 2025","April 1, 2025"
S2378,U1424,voice,KINYARWANDA,102,10,abandoned,0,1,0,,"February 9, 2025","February 1, 2025"
S2379,U1389,voice,KINYARWANDA,108,14,completed,1,0,0,user_request,"February 23, 2025","February 1, 2025"
S2380,U1024,voice,KINYARWANDA,31,9,abandoned,0,1,0,,"January 2, 2025","January 1, 2025"
S2381,U1140,voice,KINYARWANDA,69,10,completed,1,0,0,,"February 19, 2025","February 1, 2025"
S2382,U1116,voice,KINYARWANDA,200,14,completed,1,0,0,,"February 10, 2025","February 1, 2025"
S2383,U1481,voice,KINYARWANDA,86,11,completed,1,0,0,,"February 14, 2025","February 1, 2025"
S2384,U1391,voice,KINYARWANDA,56,7,completed,1,0,0,,"April 13, 2025","April 1, 2025"
S2385,U1404,voice,KINYARWANDA,82,7,transferred,0,0,1,,"April 16, 2025","April 1, 2025"
S2386,U1481,voice,KINYARWANDA,113,13,completed,1,0,0,system,"January 9, 2025","January 1, 2025"
S2387,U1451,voice,KINYARWANDA,96,12,completed,1,0,0,repeated_errors,"March 3, 2025","March 1, 2025"
S2388,U1024,voice,KINYARWANDA,121,6,completed,1,0,0,,"March 27, 2025","March 1, 2025"
S2389,U1078,voice,KINYARWANDA,74,11,completed,1,0,0,,"February 16, 2025","February 1, 2025"
S2390,U1067,voice,KINYARWANDA,97,7,completed,1,0,0,user_request,"January 5, 2025","January 1, 2025"
S2391,U1172,voice,KINYARWANDA,80,4,completed,1,0,0,,"March 17, 2025","March 1, 2025"
S2392,U1443,voice,KINYARWANDA,133,12,completed,1,0,0,,"January 1, 2025","January 1, 2025"
S2393,U1011,voice,KINYARWANDA,103,10,abandoned,0,1,0,user_request,"February 13, 2025","February 1, 2025"
S2394,U1287,voice,KINYARWANDA,27,9,completed,1,0,0,repeated_errors,"January 22, 2025","January 1, 2025"
S2395,U1127,voice,KINYARWANDA,131,10,completed,1,0,0,repeated_errors,"February 7, 2025","February 1, 2025"
S2396,U1095,voice,KINYARWANDA,133,14,transferred,0,0,1,,"April 25, 2025","April 1, 2025"
S2397,U1091,voice,KINYARWANDA,435,5,completed,1,0,0,,"January 19, 2025","January 1, 2025"
S2398,U1140,voice,KINYARWANDA,326,6,completed,1,0,0,repeated_errors,"March 21, 2025","March 1, 2025"
S2399,U1030,voice,KINYARWANDA,142,7,completed,1,0,0,,"January 31, 2025","January 1, 2025"
S2400,U1333,voice,KINYARWANDA,91,8,completed,1,0,0,,"April 25, 2025","April 1, 2025"
S2401,U1019,voice,KINYARWANDA,53,3,abandoned,0,1,0,,"March 8, 2025","March 1, 2025"
S2402,U1145,voice,KINYARWANDA,109,6,completed,1,0,0,,"March 28, 2025","March 1, 2025"
S2403,U1476,voice,KINYARWANDA,46,13,abandoned,0,1,0,system,"February 11, 2025","February 1, 2025"
S2404,U1315,voice,KINYARWANDA,200,14,completed,1,0,0,user_request,"March 23, 2025","March 1, 2025"
S2405,U1446,voice,KINYARWANDA,11,12,completed,1,0,0,repeated_errors,"January 26, 2025","January 1, 2025"
S2406,U1389,voice,KINYARWANDA,173,7,abandoned,0,1,0,,"January 13, 2025","January 1, 2025"
S2407,U1159,voice,KINYARWANDA,450,9,completed,1,0,0,,"February 27, 2025","February 1, 2025"
S2408,U1348,voice,KINYARWANDA,377,7,abandoned,0,1,0,,"January 18, 2025","January 1, 2025"
S2409,U1042,voice,KINYARWANDA,41,3,completed,1,0,0,,"March 8, 2025","March 1, 2025"
S2410,U1253,voice,KINYARWANDA,24,13,abandoned,0,1,0,system,"March 28, 2025","March 1, 2025"
S2411,U1129,voice,KINYARWANDA,256,9,completed,1,0,0,,"January 3, 2025","January 1, 2025"
S2412,U1059,voice,KINYARWANDA,156,10,transferred,0,0,1,,"February 24, 2025","February 1, 2025"
S2413,U1150,voice,KINYARWANDA,87,9,completed,1,0,0,,"March 30, 2025","March 1, 2025"
S2414,U1466,voice,KINYARWANDA,167,13,transferred,0,0,1,repeated_errors,"April 1, 2025","April 1, 2025"
S2415,U1286,voice,KINYARWANDA,45,6,completed,1,0,0,,"February 27, 2025","February 1, 2025"
S2416,U1498,voice,KINYARWANDA,158,10,abandoned,0,1,0,,"April 18, 2025","April 1, 2025"
S2417,U1004,voice,KINYARWANDA,36,7,completed,1,0,0,,"March 4, 2025","March 1, 2025"
S2418,U1466,voice,KINYARWANDA,167,12,transferred,0,0,1,user_request,"April 1, 2025","April 1, 2025"
S2419,U1417,voice,KINYARWANDA,77,11,completed,1,0,0,,"February 21, 2025","February 1, 2025"
S2420,U1265,voice,KINYARWANDA,121,14,completed,1,0,0,system,"April 13, 2025","April 1, 2025"
S2421,U1344,voice,KINYARWANDA,124,14,completed,1,0,0,user_request,"March 30, 2025","March 1, 2025"
S2422,U1129,voice,KINYARWANDA,342,12,completed,1,0,0,,"January 24, 2025","January 1, 2025"
S2423,U1381,voice,KINYARWANDA,147,7,completed,1,0,0,user_request,"March 13, 2025","March 1, 2025"
S2424,U1266,voice,KINYARWANDA,206,3,transferred,0,0,1,,"January 9, 2025","January 1, 2025"
S2425,U1177,voice,KINYARWANDA,145,14,transferred,0,0,1,system,"April 20, 2025","April 1, 2025"
S2426,U1252,voice,KINYARWANDA,94,11,completed,1,0,0,,"February 6, 2025","February 1, 2025"
S2427,U1414,voice,KINYARWANDA,82,14,transferred,0,0,1,,"April 4, 2025","April 1, 2025"
S2428,U1055,voice,KINYARWANDA,82,7,completed,1,0,0,,"April 27, 2025","April 1, 2025"
S2429,U1462,voice,KINYARWANDA,164,8,completed,1,0,0,,"March 24, 2025","March 1, 2025"
S2430,U1456,voice,KINYARWANDA,281,6,abandoned,0,1,0,system,"February 22, 2025","February 1, 2025"
S2431,U1470,voice,KINYARWANDA,287,8,abandoned,0,1,0,,"March 21, 2025","March 1, 2025"
S2432,U1082,voice,KINYARWANDA,80,14,transferred,0,0,1,repeated_errors,"January 24, 2025","January 1, 2025"
S2433,U1392,voice,KINYARWANDA,186,10,completed,1,0,0,,"April 18, 2025","April 1, 2025"
S2434,U1098,voice,KINYARWANDA,67,5,abandoned,0,1,0,system,"January 21, 2025","January 1, 2025"
S2435,U1148,voice,KINYARWANDA,241,7,completed,1,0,0,,"April 10, 2025","April 1, 2025"
S2436,U1328,voice,KINYARWANDA,72,4,completed,1,0,0,,"February 9, 2025","February 1, 2025"
S2437,U1155,voice,KINYARWANDA,262,4,completed,1,0,0,,"April 13, 2025","April 1, 2025"
S2438,U1189,voice,KINYARWANDA,181,9,transferred,0,0,1,repeated_errors,"April 21, 2025","April 1, 2025"
S2439,U1493,voice,KINYARWANDA,72,12,abandoned,0,1,0,,"March 3, 2025","March 1, 2025"
S2440,U1370,voice,KINYARWANDA,199,12,abandoned,0,1,0,,"March 11, 2025","March 1, 2025"
S2441,U1262,voice,KINYARWANDA,82,13,completed,1,0,0,,"March 10, 2025","March 1, 2025"
S2442,U1079,voice,KINYARWANDA,624,12,completed,1,0,0,repeated_errors,"January 14, 2025","January 1, 2025"
S2443,U1399,voice,KINYARWANDA,95,8,completed,1,0,0,,"April 27, 2025","April 1, 2025"
S2444,U1251,voice,KINYARWANDA,100,6,completed,1,0,0,repeated_errors,"April 19, 2025","April 1, 2025"
S2445,U1096,voice,KINYARWANDA,133,7,completed,1,0,0,,"February 11, 2025","February 1, 2025"
S2446,U1259,voice,KINYARWANDA,28,3,abandoned,0,1,0,user_request,"February 19, 2025","February 1, 2025"
S2447,U1259,voice,KINYARWANDA,196,9,completed,1,0,0,system,"March 2, 2025","March 1, 2025"
S2448,U1102,voice,KINYARWANDA,40,10,completed,1,0,0,,"January 4, 2025","January 1, 2025"
S2449,U1039,voice,KINYARWANDA,265,11,completed,1,0,0,,"March 13, 2025","March 1, 2025"
S2450,U1272,voice,KINYARWANDA,106,10,completed,1,0,0,,"March 29, 2025","March 1, 2025"
S2451,U1100,voice,KINYARWANDA,176,7,completed,1,0,0,,"March 16, 2025","March 1, 2025"
S2452,U1358,voice,KINYARWANDA,148,5,transferred,0,0,1,,"January 17, 2025","January 1, 2025"
S2453,U1379,voice,KINYARWANDA,325,12,abandoned,0,1,0,repeated_errors,"April 24, 2025","April 1, 2025"
S2454,U1307,voice,KINYARWANDA,11,13,abandoned,0,1,0,,"March 26, 2025","March 1, 2025"
S2455,U1220,voice,KINYARWANDA,66,11,completed,1,0,0,system,"February 26, 2025","February 1, 2025"
S2456,U1307,voice,KINYARWANDA,150,8,completed,1,0,0,,"March 31, 2025","March 1, 2025"
S2457,U1419,voice,KINYARWANDA,26,7,completed,1,0,0,repeated_errors,"April 17, 2025","April 1, 2025"
S2458,U1123,voice,KINYARWANDA,259,5,transferred,0,0,1,,"February 17, 2025","February 1, 2025"
S2459,U1421,voice,KINYARWANDA,157,8,abandoned,0,1,0,,"February 13, 2025","February 1, 2025"
S2460,U1230,voice,KINYARWANDA,79,5,completed,1,0,0,,"February 14, 2025","February 1, 2025"
S2461,U1177,voice,KINYARWANDA,125,12,completed,1,0,0,,"April 1, 2025","April 1, 2025"
S2462,U1062,voice,KINYARWANDA,65,14,completed,1,0,0,,"March 21, 2025","March 1, 2025"
S2463,U1484,voice,KINYARWANDA,10,8,abandoned,0,1,0,repeated_errors,"April 29, 2025","April 1, 2025"
S2464,U1115,voice,KINYARWANDA,74,6,transferred,0,0,1,system,"March 31, 2025","March 1, 2025"
S2465,U1190,voice,KINYARWANDA,14,4,abandoned,0,1,0,,"April 27, 2025","April 1, 2025"
S2466,U1061,voice,KINYARWANDA,83,10,completed,1,0,0,,"February 2, 2025","February 1, 2025"
S2467,U1255,voice,KINYARWANDA,107,6,completed,1,0,0,,"January 31, 2025","January 1, 2025"
S2468,U1482,voice,KINYARWANDA,214,11,completed,1,0,0,,"April 22, 2025","April 1, 2025"
S2469,U1006,voice,KINYARWANDA,10,9,completed,1,0,0,,"February 16, 2025","February 1, 2025"
S2470,U1154,voice,KINYARWANDA,149,14,completed,1,0,0,user_request,"January 6, 2025","January 1, 2025"
S2471,U1091,voice,KINYARWANDA,214,4,abandoned,0,1,0,system,"April 18, 2025","April 1, 2025"
S2472,U1469,voice,KINYARWANDA,319,6,abandoned,0,1,0,system,"March 13, 2025","March 1, 2025"
S2473,U1013,voice,KINYARWANDA,45,7,completed,1,0,0,,"March 12, 2025","March 1, 2025"
S2474,U1454,voice,KINYARWANDA,65,5,abandoned,0,1,0,user_request,"February 3, 2025","February 1, 2025"
S2475,U1228,voice,KINYARWANDA,224,11,completed,1,0,0,repeated_errors,"April 18, 2025","April 1, 2025"
S2476,U1085,voice,KINYARWANDA,50,7,completed,1,0,0,,"February 22, 2025","February 1, 2025"
S2477,U1132,voice,KINYARWANDA,266,4,completed,1,0,0,,"January 14, 2025","January 1, 2025"
S2478,U1182,voice,KINYARWANDA,65,13,completed,1,0,0,user_request,"January 16, 2025","January 1, 2025"
S2479,U1385,voice,KINYARWANDA,265,5,completed,1,0,0,,"February 12, 2025","February 1, 2025"
S2480,U1061,voice,KINYARWANDA,65,11,completed,1,0,0,,"April 26, 2025","April 1, 2025"
S2481,U1218,voice,KINYARWANDA,392,9,completed,1,0,0,,"March 14, 2025","March 1, 2025"
S2482,U1404,voice,KINYARWANDA,250,4,transferred,0,0,1,repeated_errors,"March 15, 2025","March 1, 2025"
S2483,U1245,voice,KINYARWANDA,96,11,completed,1,0,0,,"March 22, 2025","March 1, 2025"
S2484,U1229,voice,KINYARWANDA,336,6,completed,1,0,0,system,"January 12, 2025","January 1, 2025"
S2485,U1078,voice,KINYARWANDA,100,11,completed,1,0,0,repeated_errors,"March 11, 2025","March 1, 2025"
S2486,U1148,voice,KINYARWANDA,134,4,abandoned,0,1,0,repeated_errors,"January 19, 2025","January 1, 2025"
S2487,U1137,voice,KINYARWANDA,210,14,completed,1,0,0,,"April 17, 2025","April 1, 2025"
S2488,U1470,voice,KINYARWANDA,166,12,abandoned,0,1,0,repeated_errors,"February 10, 2025","February 1, 2025"
S2489,U1313,voice,KINYARWANDA,202,14,completed,1,0,0,,"February 22, 2025","February 1, 2025"
S2490,U1375,voice,KINYARWANDA,126,6,completed,1,0,0,,"January 29, 2025","January 1, 2025"
S2491,U1422,voice,KINYARWANDA,81,7,abandoned,0,1,0,,"March 11, 2025","March 1, 2025"
S2492,U1388,voice,KINYARWANDA,130,4,completed,1,0,0,,"February 28, 2025","February 1, 2025"
S2493,U1064,voice,KINYARWANDA,188,12,completed,1,0,0,repeated_errors,"March 30, 2025","March 1, 2025"
S2494,U1012,voice,KINYARWANDA,208,3,completed,1,0,0,,"March 5, 2025","March 1, 2025"
S2495,U1212,voice,KINYARWANDA,80,9,abandoned,0,1,0,,"January 24, 2025","January 1, 2025"
S2496,U1473,voice,KINYARWANDA,128,12,completed,1,0,0,,"March 30, 2025","March 1, 2025"
S2497,U1241,voice,KINYARWANDA,204,3,completed,1,0,0,system,"January 16, 2025","January 1, 2025"
S2498,U1492,voice,KINYARWANDA,589,13,transferred,0,0,1,repeated_errors,"February 21, 2025","February 1, 2025"
S2499,U1212,voice,KINYARWANDA,76,13,completed,1,0,0,repeated_errors,"March 21, 2025","March 1, 2025"
S2500,U1180,voice,KINYARWANDA,99,10,abandoned,0,1,0,,"January 6, 2025","January 1, 2025"
S2501,U1337,voice,KINYARWANDA,28,5,abandoned,0,1,0,,"February 6, 2025","February 1, 2025"
S2502,U1484,voice,KINYARWANDA,93,12,completed,1,0,0,system,"March 26, 2025","March 1, 2025"
S2503,U1172,voice,KINYARWANDA,130,8,completed,1,0,0,,"January 4, 2025","January 1, 2025"
S2504,U1159,voice,KINYARWANDA,102,9,completed,1,0,0,,"April 8, 2025","April 1, 2025"
S2505,U1163,voice,KINYARWANDA,52,12,abandoned,0,1,0,repeated_errors,"April 2, 2025","April 1, 2025"
S2506,U1464,voice,KINYARWANDA,92,3,abandoned,0,1,0,,"February 7, 2025","February 1, 2025"
S2507,U1482,voice,KINYARWANDA,45,8,abandoned,0,1,0,user_request,"February 10, 2025","February 1, 2025"
S2508,U1496,voice,KINYARWANDA,260,9,transferred,0,0,1,,"April 2, 2025","April 1, 2025"
S2509,U1187,voice,KINYARWANDA,152,8,abandoned,0,1,0,,"March 22, 2025","March 1, 2025"
S2510,U1394,voice,KINYARWANDA,85,6,completed,1,0,0,,"January 14, 2025","January 1, 2025"
S2511,U1190,voice,KINYARWANDA,72,3,completed,1,0,0,,"March 12, 2025","March 1, 2025"
