session_id,user_id,channel,language,session_date,session_month,region,is_disabled,is_first_time_user,is_vulnerable_user,final_outcome,is_completed,is_abandoned,is_transferred,transfer_reason,total_duration_sec,total_turns,avg_asr_confidence,avg_intent_confidence,misunderstanding_rate,silence_rate,is_recovered,is_escalated,had_errors,user_turns,system_turns,total_error_turns,misunderstanding_turns,silence_turns,noise_turns,turn_error_rate_pct,repeat_intent_rate_pct,intent_service_lookup_count,intent_start_application_count,intent_repeat_count,intent_unknown_count,total_application_attempts,had_successful_application,applications_completed,applications_abandoned,applications_failed,services_attempted,primary_service_code,application_channel,avg_time_to_submit_sec,kpi_accessibility_segment,kpi_vulnerable_completed,kpi_disabled_completed,kpi_firsttime_completed,kpi_vulnerable_escalated,kpi_end_to_end_success,kpi_error_recovery_success,kpi_high_misunderstanding,kpi_high_silence,kpi_high_confusion,kpi_reached_application,kpi_application_success,ai_quality_score
S2210,U1129,voice,KINYARWANDA,"February 4, 2025","February 1, 2025",rural,0,1,1,completed,1,0,0,repeated_errors,182,4,0.84,0.78,0.5,0,0,0,0,3,1,2,2,0,0,50,25,2,1,1,0,1,1,1,0,0,[LAND],LAND,ussd,454,1,1,0,1,0,1,0,1,0,1,1,1,92.5
S2211,U1443,voice,KINYARWANDA,"February 2, 2025","February 1, 2025",rural,0,1,1,transferred,0,0,1,user_request,112,7,0.74,0.64,0.67,0,0,0,0,0,3,2,2,0,0,66.7,33.3,1,1,1,0,1,0,0,1,0,[DL],DL,voice,,1,0,0,0,0,0,0,1,0,1,1,0,76.7
S2212,U1004,voice,KINYARWANDA,"January 18, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,154,5,0.73,0.66,0.29,0,0,0,0,3,4,2,2,0,0,28.6,28.6,0,2,2,3,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,98.6
S2213,U1427,voice,KINYARWANDA,"February 6, 2025","February 1, 2025",urban,0,0,0,transferred,0,0,1,,87,4,0.71,0.6,0.33,0.33,0,1,0,1,2,2,1,1,0,66.7,0,0,3,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,1,0,0,0,73.3
S2214,U1026,voice,KINYARWANDA,"January 13, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,user_request,106,14,0.79,0.66,0.13,0.25,1,0,0,5,3,4,1,2,1,50,12.5,5,1,1,1,2,1,1,1,0,"[LAND, ID_REPLACEMENT]",LAND,web,411,0,0,0,0,0,1,0,0,0,0,1,1,100
S2215,U1159,voice,KINYARWANDA,"March 15, 2025","March 1, 2025",urban,0,1,1,abandoned,0,1,0,,62,3,0.69,0.68,0.13,0.25,1,0,0,3,5,4,1,2,1,50,25,4,1,2,1,2,1,1,0,1,"[DL, LAND]",DL,voice,870,1,0,0,0,0,0,0,0,0,1,1,1,98.8
S2216,U1148,voice,KINYARWANDA,"April 11, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,47,12,0.78,0.72,0.1,0.1,1,0,0,2,8,2,1,1,0,20,20,5,2,2,1,3,1,1,1,1,"[ID_REPLACEMENT, LAND]",ID_REPLACEMENT,web,949,0,0,0,0,0,1,0,0,0,0,1,1,100
S2217,U1263,voice,KINYARWANDA,"March 31, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,system,135,4,0.72,0.81,0.33,0.33,0,1,0,2,1,2,1,1,0,66.7,0,2,0,0,1,1,0,0,0,1,[LAND],LAND,web,,0,0,0,0,0,0,0,1,1,0,1,0,83.3
S2218,U1229,voice,KINYARWANDA,"April 20, 2025","April 1, 2025",urban,0,1,1,completed,1,0,0,repeated_errors,61,8,0.72,0.84,0,0.25,1,0,0,1,3,1,0,1,0,25,0,0,3,0,1,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,355,1,1,0,1,0,1,0,0,0,0,1,1,100
S2219,U1199,voice,KINYARWANDA,"March 22, 2025","March 1, 2025",urban,0,1,1,completed,1,0,0,,48,10,0.8,0.75,0,0.2,1,0,0,4,1,1,0,1,0,20,20,3,1,1,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2220,U1049,voice,KINYARWANDA,"March 5, 2025","March 1, 2025",rural,0,1,1,abandoned,0,1,0,,71,5,0.63,0.8,0.29,0,0,0,0,2,5,2,2,0,0,28.6,14.3,4,2,1,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,,1,0,0,0,0,0,0,0,0,0,1,0,90
S2221,U1066,voice,KINYARWANDA,"January 1, 2025","January 1, 2025",rural,0,1,1,completed,1,0,0,,97,13,0.78,0.81,0.17,0,1,0,0,2,4,1,1,0,0,16.7,0,4,2,0,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2222,U1299,voice,KINYARWANDA,"March 4, 2025","March 1, 2025",rural,0,0,0,abandoned,0,1,0,,124,11,0.59,0.83,0.2,0,1,0,0,2,3,1,1,0,0,20,0,2,2,0,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2223,U1380,voice,KINYARWANDA,"March 30, 2025","March 1, 2025",rural,0,1,1,completed,1,0,0,user_request,48,14,0.67,0.85,0,0.25,1,0,0,1,3,1,0,1,0,25,0,2,1,0,1,1,0,0,1,0,[LAND],LAND,web,,1,1,0,1,0,0,0,0,0,0,1,0,100
S2224,U1057,voice,KINYARWANDA,"February 3, 2025","February 1, 2025",rural,1,1,1,completed,1,0,0,,79,11,0.8,0.89,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,3,0,0,"[ID_REPLACEMENT, LAND, DL]",ID_REPLACEMENT,voice,718,1,1,1,1,0,1,0,0,0,0,1,1,100
S2225,U1258,voice,KINYARWANDA,"April 13, 2025","April 1, 2025",rural,0,1,1,completed,1,0,0,repeated_errors,127,4,0.72,0.67,0.17,0,1,0,0,5,1,1,1,0,0,16.7,16.7,3,1,1,1,1,1,1,0,0,[DL],DL,ussd,719,1,1,0,1,0,1,0,0,0,0,1,1,100
S2226,U1341,voice,KINYARWANDA,"January 10, 2025","January 1, 2025",rural,0,0,0,transferred,0,0,1,system,48,10,0.81,0.57,0.4,0,0,0,0,2,3,2,2,0,0,40,40,2,1,2,0,2,1,1,1,0,[DL],DL,ussd,"1,700",0,0,0,0,0,0,0,1,0,1,1,1,84
S2227,U1325,voice,KINYARWANDA,"March 25, 2025","March 1, 2025",urban,0,1,1,abandoned,0,1,0,,254,12,0.78,0.42,0,0.5,0,1,0,1,1,1,0,1,0,50,0,1,0,0,1,2,1,1,1,0,[LAND],LAND,ussd,135,1,0,0,0,1,0,0,0,1,0,1,1,80
S2228,U1129,voice,KINYARWANDA,"January 7, 2025","January 1, 2025",rural,0,1,1,completed,1,0,0,,218,13,0.81,0.71,0,0,1,0,0,1,2,0,0,0,0,0,33.3,1,0,1,1,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,1,0,0,100
S2229,U1214,voice,KINYARWANDA,"February 25, 2025","February 1, 2025",urban,0,0,0,completed,1,0,0,,151,14,0.77,0.69,0,0.25,1,0,0,2,2,1,0,1,0,25,25,1,1,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2230,U1171,voice,KINYARWANDA,"March 21, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,system,161,7,0.73,0.78,0.33,0,0,0,0,5,1,4,2,0,2,66.7,16.7,2,1,1,2,1,0,0,0,1,[LAND],LAND,voice,,0,0,0,0,0,0,0,1,0,0,1,0,98.3
S2231,U1257,voice,KINYARWANDA,"February 6, 2025","February 1, 2025",urban,0,0,0,transferred,0,0,1,user_request,87,6,0.81,0.63,0.2,0.2,1,0,0,3,2,2,1,1,0,40,40,3,0,2,0,1,1,1,0,0,[LAND],LAND,web,107,0,0,0,0,0,0,0,0,0,1,1,1,96
S2232,U1101,voice,KINYARWANDA,"January 29, 2025","January 1, 2025",urban,0,0,0,abandoned,0,1,0,,75,12,0.71,0.76,0.33,0.17,0,0,0,4,2,3,2,1,0,50,0,2,4,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,0,0,0,86.7
S2233,U1208,voice,KINYARWANDA,"January 12, 2025","January 1, 2025",rural,0,1,1,completed,1,0,0,repeated_errors,342,7,0.7,0.7,0,0.25,1,0,0,4,4,3,0,2,1,37.5,12.5,3,3,1,1,2,1,1,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,251,1,1,0,1,0,1,0,0,0,0,1,1,100
S2234,U1290,voice,KINYARWANDA,"January 17, 2025","January 1, 2025",rural,0,1,1,abandoned,0,1,0,repeated_errors,109,6,0.6,0.71,0.33,0.33,0,1,0,1,2,3,1,1,1,100,66.7,1,0,2,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,1,0,0,0,1,0,0,1,1,1,1,0,66.7
S2235,U1353,voice,KINYARWANDA,"February 17, 2025","February 1, 2025",rural,0,0,0,completed,1,0,0,system,77,10,0.78,0.79,0.4,0,0,0,0,2,3,2,2,0,0,40,40,1,0,2,2,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,1,0,0,94
S2236,U1470,voice,KINYARWANDA,"March 25, 2025","March 1, 2025",rural,0,0,0,transferred,0,0,1,,44,6,0.87,0.73,0.33,0,0,0,0,2,1,1,1,0,0,33.3,0,0,2,0,1,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,744,0,0,0,0,0,0,0,1,0,0,1,1,90
S2237,U1285,voice,KINYARWANDA,"January 26, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,108,12,0.73,0.63,0.2,0.4,1,1,0,2,3,3,1,2,0,60,0,1,2,0,2,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,voice,,0,0,0,0,0,0,0,0,1,0,1,0,96
S2238,U1115,voice,KINYARWANDA,"April 22, 2025","April 1, 2025",urban,0,0,0,abandoned,0,1,0,user_request,114,14,0.78,0.71,0.14,0.29,1,0,0,5,2,4,1,2,1,57.1,14.3,3,2,1,1,2,1,2,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,941.5,0,0,0,0,0,0,0,0,0,0,1,1,98.6
S2239,U1263,voice,KINYARWANDA,"March 24, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,,106,8,0.73,0.79,0.33,0,0,0,0,3,3,2,2,0,0,33.3,16.7,3,1,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,0,0,0,98.3
S2240,U1149,voice,KINYARWANDA,"April 21, 2025","April 1, 2025",rural,0,0,0,abandoned,0,1,0,,160,4,0.77,0.7,0.25,0,0,0,0,2,2,1,1,0,0,25,0,2,1,0,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,92.5
S2241,U1299,voice,KINYARWANDA,"January 12, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,,80,7,0.79,0.72,0.33,0.17,0,0,0,4,2,3,2,1,0,50,16.7,2,3,1,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,0,0,0,85
S2242,U1441,voice,KINYARWANDA,"January 21, 2025","January 1, 2025",urban,0,1,1,abandoned,0,1,0,,254,8,0.73,0.69,0,0,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,2,1,1,0,1,"[DL, BIRTH_CERT]",DL,voice,"1,805",1,0,0,0,0,0,0,0,0,0,1,1,100
S2243,U1035,voice,KINYARWANDA,"February 11, 2025","February 1, 2025",urban,0,0,0,abandoned,0,1,0,,63,7,0.71,0.75,0.38,0,0,0,0,5,3,3,3,0,0,37.5,0,2,4,0,2,1,1,1,0,0,[LAND],LAND,ussd,287,0,0,0,0,0,0,0,1,0,0,1,1,88.8
S2244,U1452,voice,KINYARWANDA,"March 2, 2025","March 1, 2025",rural,0,0,0,transferred,0,0,1,system,69,14,0.71,0.64,0.083,0.17,1,0,0,7,5,4,1,2,1,33.3,25,3,3,3,3,1,1,1,0,0,[DL],DL,ussd,729,0,0,0,0,0,0,0,0,0,1,1,1,100
S2245,U1332,voice,KINYARWANDA,"February 27, 2025","February 1, 2025",rural,0,1,1,completed,1,0,0,,76,4,0.74,0.77,0,0.13,1,0,0,4,4,1,0,1,0,12.5,0,3,3,0,2,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2246,U1476,voice,KINYARWANDA,"February 23, 2025","February 1, 2025",rural,0,0,0,completed,1,0,0,,85,9,0.76,0.74,0.2,0,1,0,0,3,2,1,1,0,0,20,20,2,2,1,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,299,0,0,0,0,0,1,0,0,0,0,1,1,100
S2247,U1286,voice,KINYARWANDA,"February 3, 2025","February 1, 2025",rural,0,1,1,completed,1,0,0,repeated_errors,55,6,0.76,0.81,0,0,1,0,0,2,2,1,0,0,1,25,0,1,3,0,0,1,1,1,0,0,[DL],DL,voice,352,1,1,0,1,0,1,0,0,0,0,1,1,100
S2248,U1302,voice,KINYARWANDA,"January 7, 2025","January 1, 2025",rural,0,1,1,transferred,0,0,1,,13,10,0.72,0.76,0.13,0.38,1,1,0,3,5,4,1,3,0,50,0,3,3,0,2,0,0,0,0,0,[],,,,1,0,0,0,1,0,0,0,1,0,0,0,88.8
S2249,U1310,voice,KINYARWANDA,"April 19, 2025","April 1, 2025",rural,0,1,1,completed,1,0,0,,53,9,0.78,0.65,0.14,0.14,1,0,0,4,3,2,1,1,0,28.6,42.9,3,1,3,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,1,0,0,100
S2250,U1207,voice,KINYARWANDA,"February 4, 2025","February 1, 2025",urban,0,1,1,abandoned,0,1,0,repeated_errors,157,9,0.76,0.7,0.33,0,0,0,0,2,1,1,1,0,0,33.3,0,0,2,0,1,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,1,0,0,0,0,0,0,1,0,0,1,0,90
S2251,U1105,voice,KINYARWANDA,"January 15, 2025","January 1, 2025",rural,0,1,1,abandoned,0,1,0,user_request,31,11,0.73,0.74,0.5,0,0,0,0,2,0,2,1,0,1,100,0,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,1,0,0,0,0,85
S2252,U1445,voice,KINYARWANDA,"March 6, 2025","March 1, 2025",urban,1,1,1,completed,1,0,0,repeated_errors,153,3,0.66,0.8,0.33,0,0,0,0,4,2,3,2,0,1,50,16.7,2,3,1,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,294,1,1,1,1,0,1,0,1,0,0,1,1,98.3
S2253,U1157,voice,KINYARWANDA,"March 31, 2025","March 1, 2025",urban,0,0,0,completed,1,0,0,repeated_errors,347,12,0.65,0.73,0.14,0.43,1,1,0,3,4,4,1,3,0,57.1,0,4,2,0,1,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,"1,690",0,0,0,0,0,1,0,0,1,0,1,1,97.1
S2254,U1120,voice,KINYARWANDA,"April 9, 2025","April 1, 2025",urban,0,0,0,completed,1,0,0,,233,8,0.77,0.55,0,0,0,0,0,2,1,0,0,0,0,0,33.3,2,0,1,0,1,1,1,0,0,[LAND],LAND,web,165,0,0,0,0,0,1,0,0,0,1,1,1,100
S2255,U1054,voice,KINYARWANDA,"January 25, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,system,114,8,0.63,0.65,0,0.33,1,1,0,2,1,1,0,1,0,33.3,0,2,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,1,0,0,0,100
S2256,U1399,voice,KINYARWANDA,"April 16, 2025","April 1, 2025",urban,1,0,1,completed,1,0,0,,67,8,0.69,0.71,0.14,0.57,1,1,0,1,6,5,1,4,0,71.4,14.3,3,2,1,1,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,378,1,1,1,0,1,1,0,0,1,0,1,1,92.9
S2257,U1011,voice,KINYARWANDA,"February 28, 2025","February 1, 2025",urban,0,0,0,completed,1,0,0,user_request,72,14,0.73,0.68,0.2,0,1,0,0,4,1,1,1,0,0,20,20,2,2,1,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,755,0,0,0,0,0,1,0,0,0,0,1,1,100
S2258,U1144,voice,KINYARWANDA,"March 20, 2025","March 1, 2025",rural,0,1,1,transferred,0,0,1,,112,8,0.66,0.75,0.4,0,0,0,0,4,1,2,2,0,0,40,0,1,2,0,2,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,1,0,0,0,0,88
S2259,U1399,voice,KINYARWANDA,"March 27, 2025","March 1, 2025",urban,1,0,1,transferred,0,0,1,system,157,14,0.88,0.69,0,0.29,1,0,0,2,5,2,0,2,0,28.6,42.9,2,2,3,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,211,1,0,0,0,0,0,0,0,0,1,1,1,100
S2260,U1395,voice,KINYARWANDA,"January 6, 2025","January 1, 2025",urban,0,0,0,completed,1,0,0,repeated_errors,181,12,0.83,0.67,0,0.25,1,0,0,2,2,1,0,1,0,25,0,2,0,0,2,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,ussd,"1,152",0,0,0,0,0,1,0,0,0,0,1,1,100
S2261,U1135,voice,KINYARWANDA,"February 21, 2025","February 1, 2025",rural,0,1,1,completed,1,0,0,user_request,309,9,0.69,0.72,0.5,0.25,0,0,0,1,3,3,2,1,0,75,0,0,3,0,1,1,0,0,0,1,[BIRTH_CERT],BIRTH_CERT,web,,1,1,0,1,0,0,0,1,0,0,1,0,90
S2262,U1467,voice,KINYARWANDA,"March 20, 2025","March 1, 2025",urban,0,1,1,completed,1,0,0,,371,12,0.81,0.72,0.14,0.29,1,0,0,7,0,3,1,2,0,42.9,42.9,4,0,3,0,1,0,0,0,1,[LAND],LAND,voice,,1,1,0,1,0,0,0,0,0,1,1,0,100
S2263,U1002,voice,KINYARWANDA,"March 29, 2025","March 1, 2025",urban,0,0,0,abandoned,0,1,0,,137,8,0.75,0.86,0.14,0.29,1,0,0,5,2,3,1,2,0,42.9,14.3,1,4,1,1,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,399,0,0,0,0,0,0,0,0,0,0,1,1,98.6
S2264,U1143,voice,KINYARWANDA,"January 21, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,repeated_errors,56,3,0.76,0.73,0,0.14,1,0,0,6,1,1,0,1,0,14.3,14.3,2,3,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2265,U1029,voice,KINYARWANDA,"March 12, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,user_request,157,5,0.66,0.72,0,0,1,0,0,2,0,0,0,0,0,0,50,0,1,1,0,1,0,0,0,1,[LAND],LAND,web,,0,0,0,0,0,0,0,0,0,1,1,0,100
S2266,U1236,voice,KINYARWANDA,"April 3, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,35,4,0.77,0.82,0.33,0.33,0,1,0,1,2,3,1,1,1,100,0,3,0,0,0,1,1,1,0,0,[DL],DL,ussd,993,0,0,0,0,0,1,0,1,1,0,1,1,83.3
S2267,U1278,voice,KINYARWANDA,"April 6, 2025","April 1, 2025",urban,0,1,1,abandoned,0,1,0,system,43,8,0.88,0.79,0,0.5,1,1,0,2,0,1,0,1,0,50,0,1,1,0,0,1,1,1,0,0,[DL],DL,voice,286,1,0,0,0,1,0,0,0,1,0,1,1,90
S2268,U1347,voice,KINYARWANDA,"February 1, 2025","February 1, 2025",rural,0,1,1,abandoned,0,1,0,user_request,214,10,0.71,0.77,0.3,0,0,0,0,5,5,3,3,0,0,30,60,2,1,6,1,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,654,1,0,0,0,0,0,0,0,0,1,1,1,85
S2269,U1114,voice,KINYARWANDA,"February 22, 2025","February 1, 2025",urban,0,0,0,completed,1,0,0,,145,5,0.82,0.69,0,0.14,1,0,0,6,1,1,0,1,0,14.3,28.6,1,4,2,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2270,U1103,voice,KINYARWANDA,"February 28, 2025","February 1, 2025",rural,1,0,1,abandoned,0,1,0,user_request,125,12,0.74,0.62,0.17,0.33,1,1,0,2,4,3,1,2,0,50,0,3,2,0,1,2,1,2,0,0,"[LAND, ID_REPLACEMENT]",LAND,voice,"1,155",1,0,0,0,1,0,0,0,1,0,1,1,88.3
S2271,U1117,voice,KINYARWANDA,"March 10, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,,305,10,0.76,0.69,0.33,0,0,0,0,5,1,3,2,0,1,50,0,4,0,0,2,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,0,0,0,100
S2272,U1004,voice,KINYARWANDA,"March 3, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,,139,10,0.8,0.7,0.17,0,1,0,0,4,2,1,1,0,0,16.7,16.7,3,1,1,1,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,693,0,0,0,0,0,1,0,0,0,0,1,1,100
S2273,U1467,voice,KINYARWANDA,"January 4, 2025","January 1, 2025",urban,0,1,1,abandoned,0,1,0,,116,7,0.71,0.62,0.5,0,0,0,0,2,2,2,2,0,0,50,0,0,3,0,1,2,0,0,1,1,"[ID_REPLACEMENT, BIRTH_CERT]",ID_REPLACEMENT,web,,1,0,0,0,0,0,0,1,0,0,1,0,85
S2274,U1359,voice,KINYARWANDA,"March 27, 2025","March 1, 2025",rural,1,0,1,abandoned,0,1,0,repeated_errors,92,10,0.7,0.73,0.17,0,1,0,0,5,1,1,1,0,0,16.7,16.7,1,2,1,2,3,1,1,2,0,"[LAND, BIRTH_CERT, ID_REPLACEMENT]",LAND,voice,99,1,0,0,0,0,0,0,0,0,0,1,1,100
S2275,U1247,voice,KINYARWANDA,"January 18, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,repeated_errors,63,8,0.78,0.73,0.29,0.14,0,0,0,6,1,3,2,1,0,42.9,28.6,3,1,2,1,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,1,0,0,95.7
S2276,U1363,voice,KINYARWANDA,"April 9, 2025","April 1, 2025",rural,0,0,0,transferred,0,0,1,,139,7,0.62,0.58,0,0.25,0,0,0,3,1,1,0,1,0,25,0,2,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,95
S2277,U1320,voice,KINYARWANDA,"March 22, 2025","March 1, 2025",rural,0,1,1,completed,1,0,0,repeated_errors,88,11,0.71,0.76,0.29,0,0,0,0,5,2,2,2,0,0,28.6,28.6,4,1,2,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,1,0,0,98.6
S2278,U1120,voice,KINYARWANDA,"April 24, 2025","April 1, 2025",urban,0,0,0,abandoned,0,1,0,repeated_errors,29,9,0.73,0.67,0.25,0.13,0,0,0,6,2,3,2,1,0,37.5,25,2,1,2,3,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,87.5
S2279,U1285,voice,KINYARWANDA,"April 24, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,repeated_errors,115,10,0.81,0.7,0.25,0.25,0,0,0,3,1,2,1,1,0,50,0,3,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,97.5
S2280,U1148,voice,KINYARWANDA,"February 25, 2025","February 1, 2025",rural,0,0,0,transferred,0,0,1,,95,3,0.62,0.53,0,0.5,0,1,0,1,1,1,0,1,0,50,0,2,0,0,0,1,0,0,1,0,[LAND],LAND,web,,0,0,0,0,0,0,0,0,1,0,1,0,80
S2281,U1083,voice,KINYARWANDA,"January 24, 2025","January 1, 2025",rural,0,0,0,transferred,0,0,1,user_request,214,13,0.73,0.66,0,0.33,1,1,0,2,4,3,0,2,1,50,0,2,2,0,2,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,1,0,0,0,93.3
S2282,U1453,voice,KINYARWANDA,"March 7, 2025","March 1, 2025",urban,0,0,0,completed,1,0,0,,5,4,0.66,0.62,0.25,0.38,0,1,0,5,3,5,2,3,0,62.5,12.5,3,2,1,2,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,1,0,0,0,83.8
S2283,U1405,voice,KINYARWANDA,"January 13, 2025","January 1, 2025",urban,0,0,0,transferred,0,0,1,,153,10,0.81,0.69,0,0.2,1,0,0,2,3,1,0,1,0,20,40,2,1,2,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2284,U1465,voice,KINYARWANDA,"March 3, 2025","March 1, 2025",rural,0,1,1,abandoned,0,1,0,,97,14,0.79,0.79,0.2,0,1,0,0,2,3,1,1,0,0,20,20,2,1,1,1,1,1,1,0,0,[DL],DL,web,629,1,0,0,0,0,0,0,0,0,0,1,1,100
S2285,U1455,voice,KINYARWANDA,"February 23, 2025","February 1, 2025",rural,0,0,0,abandoned,0,1,0,,22,11,0.58,0.52,0.25,0.25,0,0,0,3,1,2,1,1,0,50,0,2,0,0,2,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,441,0,0,0,0,0,0,0,0,0,0,1,1,87.5
S2286,U1230,voice,KINYARWANDA,"January 15, 2025","January 1, 2025",urban,0,0,0,completed,1,0,0,user_request,109,6,0.73,0.67,0,0.25,1,0,0,3,1,1,0,1,0,25,0,4,0,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,voice,,0,0,0,0,0,0,0,0,0,0,1,0,100
S2287,U1287,voice,KINYARWANDA,"March 10, 2025","March 1, 2025",rural,0,1,1,abandoned,0,1,0,,65,14,0.71,0.58,0.13,0,0,0,0,5,3,1,1,0,0,12.5,25,4,1,2,1,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,,1,0,0,0,0,0,0,0,0,1,1,0,93.8
S2288,U1160,voice,KINYARWANDA,"January 3, 2025","January 1, 2025",rural,0,0,0,transferred,0,0,1,repeated_errors,61,12,0.75,0.8,0.25,0.25,0,0,0,2,2,3,1,1,1,75,50,0,2,2,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,82.5
S2289,U1271,voice,KINYARWANDA,"February 6, 2025","February 1, 2025",urban,0,0,0,completed,1,0,0,,147,13,0.8,0.69,0.36,0.091,0,0,0,7,4,6,4,1,1,54.5,9.1,2,5,1,3,2,0,0,0,2,[LAND],LAND,web,,0,0,0,0,0,0,0,1,0,0,1,0,96.4
S2290,U1459,voice,KINYARWANDA,"February 6, 2025","February 1, 2025",rural,0,0,0,transferred,0,0,1,,171,12,0.6,0.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,70,0,0,0,0,0,0,0,0,0,0,1,1,100
S2291,U1037,voice,KINYARWANDA,"April 11, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,system,146,11,0.88,0.73,0,0,1,0,0,1,3,0,0,0,0,0,50,0,2,2,0,1,1,1,0,0,[DL],DL,ussd,280,0,0,0,0,0,1,0,0,0,1,1,1,100
S2292,U1499,voice,KINYARWANDA,"January 3, 2025","January 1, 2025",urban,0,0,0,completed,1,0,0,user_request,90,6,0.79,0.69,0.2,0.2,1,0,0,7,3,4,2,2,0,40,0,6,3,0,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2293,U1225,voice,KINYARWANDA,"March 4, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,,135,12,0.75,0.73,0.33,0.11,0,0,0,6,3,4,3,1,0,44.4,11.1,2,3,1,3,1,1,1,0,0,[LAND],LAND,web,178,0,0,0,0,0,1,0,1,0,0,1,1,96.7
