application_id,session_id,user_id,service_code,channel,status,time_to_submit_sec,submitted_at
A4404,S2509,U1135,ID_REPLACEMENT,ussd,failed,174,2025-01-06
A4405,S2524,U1255,LAND,web,failed,53,2025-03-18
A4406,S2322,U1120,ID_REPLACEMENT,ussd,completed,341,2025-04-16
A4407,S2018,U1206,LAND,ussd,failed,175,2025-04-06
A4408,S3119,U1021,LAND,ussd,completed,412,2025-01-03
A4409,S2820,U1034,DL,web,abandoned,393,2025-04-03
A4410,S2577,U1297,ID_REPLACEMENT,web,completed,263,2025-02-21
A4411,S2120,U1204,ID_REPLACEMENT,web,completed,489,2025-02-22
A4412,S2357,U1219,LAND,voice,completed,765,2025-04-07
A4413,S2048,U1275,ID_REPLACEMENT,web,abandoned,1354,2025-02-04
A4414,S2057,U1092,BIRTH_CERT,web,completed,194,2025-04-25
A4415,S2104,U1324,LAND,web,abandoned,1001,2025-02-03
A4416,S2805,U1386,LAND,voice,completed,635,2025-04-27
A4417,S2923,U1127,BIRTH_CERT,voice,failed,267,2025-01-15
A4418,S2160,U1026,DL,voice,completed,238,2025-03-02
A4419,S2897,U1324,ID_REPLACEMENT,voice,failed,292,2025-04-02
A4420,S3183,U1375,DL,voice,abandoned,923,2025-04-19
A4421,S2523,U1443,BIRTH_CERT,web,completed,56,2025-01-13
A4422,S2562,U1275,DL,web,abandoned,352,2025-03-05
A4423,S2645,U1022,LAND,web,completed,234,2025-04-29
A4424,S3038,U1223,DL,voice,failed,811,2025-02-16
A4425,S2300,U1011,ID_REPLACEMENT,web,completed,260,2025-01-12
A4426,S2812,U1240,LAND,voice,completed,304,2025-04-08
A4427,S2270,U1438,ID_REPLACEMENT,ussd,completed,1930,2025-02-02
A4428,S2777,U1304,LAND,voice,completed,202,2025-04-08
A4429,S2846,U1351,ID_REPLACEMENT,voice,abandoned,525,2025-02-28
A4430,S3126,U1497,BIRTH_CERT,ussd,completed,809,2025-03-26
A4431,S2878,U1207,LAND,voice,completed,301,2025-02-13
A4432,S2484,U1154,LAND,web,completed,177,2025-02-15
A4433,S2290,U1064,ID_REPLACEMENT,voice,completed,70,2025-04-21
A4434,S2771,U1306,LAND,ussd,completed,185,2025-02-28
A4435,S3194,U1459,BIRTH_CERT,ussd,abandoned,1263,2025-01-06
A4436,S3182,U1332,BIRTH_CERT,ussd,failed,473,2025-04-04
A4437,S2414,U1455,BIRTH_CERT,voice,completed,471,2025-04-16
A4438,S2367,U1427,ID_REPLACEMENT,voice,completed,405,2025-02-09
A4439,S2328,U1230,ID_REPLACEMENT,voice,completed,1246,2025-03-19
A4440,S3018,U1412,LAND,voice,abandoned,294,2025-04-01
A4441,S2460,U1294,DL,ussd,completed,752,2025-02-26
A4442,S2932,U1015,BIRTH_CERT,ussd,completed,619,2025-01-05
A4443,S3000,U1004,BIRTH_CERT,voice,completed,986,2025-01-20
A4444,S2663,U1121,ID_REPLACEMENT,voice,failed,103,2025-03-23
A4445,S3112,U1170,BIRTH_CERT,web,failed,1748,2025-03-18
A4446,S2314,U1492,BIRTH_CERT,voice,completed,269,2025-02-12
A4447,S2471,U1056,ID_REPLACEMENT,voice,failed,138,2025-03-03
A4448,S3096,U1096,LAND,web,failed,959,2025-01-14
A4449,S2156,U1275,DL,voice,completed,471,2025-04-06
A4450,S2329,U1229,ID_REPLACEMENT,web,failed,1326,2025-03-08
A4451,S2085,U1419,ID_REPLACEMENT,web,completed,464,2025-02-02
A4452,S2907,U1351,LAND,voice,abandoned,197,2025-03-14
A4453,S2629,U1175,ID_REPLACEMENT,web,completed,393,2025-02-01
A4454,S2955,U1177,LAND,voice,completed,524,2025-02-19
A4455,S2962,U1001,BIRTH_CERT,web,failed,1256,2025-01-08
A4456,S2414,U1139,DL,voice,abandoned,745,2025-01-20
A4457,S2049,U1369,LAND,web,completed,382,2025-01-24
A4458,S3183,U1422,ID_REPLACEMENT,web,completed,234,2025-04-15
A4459,S2498,U1052,LAND,ussd,completed,719,2025-04-25
A4460,S2159,U1446,DL,voice,failed,1057,2025-04-27
A4461,S3055,U1011,LAND,voice,completed,682,2025-02-09
A4462,S2287,U1161,ID_REPLACEMENT,web,abandoned,372,2025-04-30
A4463,S2104,U1104,DL,web,completed,529,2025-04-10
A4464,S2011,U1161,BIRTH_CERT,ussd,completed,668,2025-01-18
A4465,S2649,U1267,BIRTH_CERT,voice,failed,623,2025-04-12
A4466,S3160,U1016,DL,voice,abandoned,818,2025-04-28
A4467,S2395,U1261,DL,voice,completed,580,2025-03-28
A4468,S2724,U1029,DL,voice,completed,499,2025-03-10
A4469,S2817,U1085,LAND,voice,abandoned,216,2025-01-17
A4470,S3190,U1420,LAND,ussd,abandoned,296,2025-02-02
A4471,S2452,U1342,ID_REPLACEMENT,voice,abandoned,1876,2025-04-22
A4472,S2388,U1207,DL,voice,completed,532,2025-01-17
A4473,S2326,U1234,ID_REPLACEMENT,voice,abandoned,575,2025-04-26
A4474,S2872,U1281,DL,ussd,completed,1246,2025-01-23
A4475,S2362,U1431,LAND,voice,completed,1368,2025-03-19
A4476,S2974,U1110,ID_REPLACEMENT,voice,completed,605,2025-03-13
A4477,S2286,U1295,BIRTH_CERT,voice,abandoned,445,2025-04-07
A4478,S2273,U1158,BIRTH_CERT,voice,abandoned,1287,2025-04-27
A4479,S2007,U1301,DL,web,abandoned,261,2025-01-05
A4480,S2518,U1449,DL,voice,completed,822,2025-01-07
A4481,S2162,U1066,BIRTH_CERT,voice,completed,141,2025-03-06
A4482,S2497,U1343,LAND,web,completed,798,2025-01-08
A4483,S2035,U1090,DL,web,completed,418,2025-03-09
A4484,S3100,U1123,ID_REPLACEMENT,web,abandoned,503,2025-02-15
A4485,S3192,U1420,DL,web,completed,809,2025-02-12
A4486,S2113,U1245,BIRTH_CERT,web,failed,600,2025-03-29
A4487,S2854,U1355,LAND,voice,completed,67,2025-03-29
A4488,S2252,U1400,ID_REPLACEMENT,voice,completed,294,2025-01-13
A4489,S2150,U1491,ID_REPLACEMENT,ussd,completed,794,2025-02-19
A4490,S2173,U1487,LAND,ussd,completed,676,2025-04-10
A4491,S2767,U1234,LAND,web,abandoned,651,2025-02-20
A4492,S2507,U1124,LAND,web,failed,787,2025-03-23
A4493,S3136,U1477,LAND,voice,completed,801,2025-02-14
A4494,S2899,U1067,LAND,voice,abandoned,1259,2025-01-28
A4495,S2041,U1104,LAND,web,completed,1151,2025-02-05
A4496,S2107,U1058,LAND,ussd,completed,1112,2025-01-14
A4497,S2505,U1209,ID_REPLACEMENT,ussd,abandoned,456,2025-01-29
A4498,S3057,U1295,DL,voice,completed,222,2025-01-04
A4499,S2931,U1154,DL,web,completed,61,2025-04-03
A4500,S2223,U1478,LAND,web,abandoned,302,2025-03-20
A4501,S2004,U1229,LAND,web,completed,946,2025-04-18
A4502,S2824,U1487,ID_REPLACEMENT,ussd,completed,76,2025-04-27
A4503,S3038,U1139,ID_REPLACEMENT,voice,abandoned,128,2025-01-20
A4504,S2629,U1158,DL,web,completed,834,2025-02-08
A4505,S2108,U1155,LAND,voice,abandoned,113,2025-02-02
A4506,S2556,U1111,BIRTH_CERT,web,completed,676,2025-01-17
A4507,S2565,U1099,ID_REPLACEMENT,web,failed,1312,2025-02-15
A4508,S2951,U1281,LAND,voice,completed,1800,2025-01-27
A4509,S2423,U1240,ID_REPLACEMENT,web,completed,56,2025-02-04
A4510,S2227,U1012,LAND,ussd,abandoned,1556,2025-04-12
A4511,S2384,U1465,BIRTH_CERT,voice,abandoned,301,2025-01-06
A4512,S3039,U1490,LAND,voice,abandoned,291,2025-03-26
A4513,S2261,U1400,BIRTH_CERT,web,failed,93,2025-02-07
A4514,S2839,U1296,BIRTH_CERT,web,completed,616,2025-03-27
A4515,S2359,U1287,ID_REPLACEMENT,ussd,failed,334,2025-04-20
A4516,S2075,U1484,BIRTH_CERT,voice,completed,243,2025-02-26
A4517,S2484,U1277,BIRTH_CERT,voice,abandoned,776,2025-04-19
A4518,S2431,U1119,ID_REPLACEMENT,web,failed,1458,2025-03-06
A4519,S2513,U1109,BIRTH_CERT,voice,failed,467,2025-02-01
A4520,S2743,U1376,BIRTH_CERT,ussd,completed,354,2025-01-08
A4521,S2444,U1354,LAND,ussd,failed,332,2025-04-12
A4522,S2138,U1079,ID_REPLACEMENT,ussd,completed,490,2025-03-02
A4523,S2393,U1305,BIRTH_CERT,voice,failed,1600,2025-01-22
A4524,S3121,U1002,BIRTH_CERT,web,completed,394,2025-01-13
A4525,S2745,U1237,LAND,ussd,completed,331,2025-02-27
A4526,S2634,U1405,LAND,ussd,completed,989,2025-03-11
A4527,S3151,U1442,DL,web,abandoned,791,2025-02-24
A4528,S2586,U1094,LAND,voice,completed,2336,2025-02-28
A4529,S2866,U1271,LAND,voice,abandoned,198,2025-02-08
A4530,S2957,U1368,BIRTH_CERT,ussd,abandoned,447,2025-04-03
A4531,S2007,U1321,BIRTH_CERT,web,failed,716,2025-01-21
A4532,S2649,U1295,LAND,voice,completed,528,2025-04-29
A4533,S2095,U1439,LAND,ussd,completed,172,2025-02-12
A4534,S2350,U1085,BIRTH_CERT,web,abandoned,2726,2025-03-23
A4535,S2541,U1183,ID_REPLACEMENT,voice,completed,637,2025-03-08
A4536,S3098,U1077,DL,voice,failed,691,2025-03-31
A4537,S2686,U1013,DL,web,completed,1039,2025-02-19
A4538,S3057,U1317,ID_REPLACEMENT,voice,completed,579,2025-02-26
A4539,S2578,U1110,ID_REPLACEMENT,ussd,completed,967,2025-04-23
A4540,S2246,U1068,ID_REPLACEMENT,web,completed,299,2025-01-05
A4541,S2233,U1154,ID_REPLACEMENT,voice,completed,251,2025-03-18
A4542,S2916,U1302,LAND,web,failed,863,2025-02-22
A4543,S2074,U1463,BIRTH_CERT,voice,failed,781,2025-04-07
A4544,S2714,U1323,ID_REPLACEMENT,ussd,failed,433,2025-01-01
A4545,S2983,U1086,LAND,web,completed,605,2025-01-06
A4546,S2295,U1493,ID_REPLACEMENT,ussd,completed,919,2025-04-01
A4547,S3100,U1073,DL,web,completed,508,2025-03-18
A4548,S2247,U1222,DL,voice,completed,352,2025-03-08
A4549,S2073,U1144,LAND,ussd,abandoned,339,2025-04-30
A4550,S2357,U1106,ID_REPLACEMENT,ussd,completed,859,2025-01-17
A4551,S3139,U1230,LAND,ussd,completed,102,2025-03-19
A4552,S2097,U1026,DL,web,completed,546,2025-03-24
A4553,S2067,U1103,ID_REPLACEMENT,web,abandoned,189,2025-03-14
A4554,S2088,U1306,ID_REPLACEMENT,web,abandoned,155,2025-03-19
A4555,S2752,U1442,ID_REPLACEMENT,voice,completed,727,2025-02-09
A4556,S2405,U1058,DL,voice,completed,254,2025-01-01
A4557,S2022,U1078,ID_REPLACEMENT,web,abandoned,1166,2025-03-22
A4558,S2969,U1151,LAND,web,completed,1992,2025-03-12
A4559,S2962,U1437,DL,ussd,completed,253,2025-04-26
A4560,S2522,U1098,DL,voice,failed,146,2025-04-23
A4561,S2827,U1140,LAND,ussd,failed,480,2025-01-13
A4562,S3057,U1397,LAND,voice,failed,770,2025-04-05
A4563,S2153,U1069,LAND,voice,completed,235,2025-03-24
A4564,S2754,U1453,BIRTH_CERT,web,completed,38,2025-02-14
A4565,S2938,U1051,LAND,voice,completed,1623,2025-02-26
A4566,S2914,U1095,LAND,web,failed,282,2025-01-15
A4567,S2923,U1212,BIRTH_CERT,voice,completed,2048,2025-01-29
A4568,S2357,U1276,BIRTH_CERT,voice,completed,2038,2025-02-17
A4569,S2947,U1157,DL,voice,completed,617,2025-03-02
A4570,S2750,U1053,ID_REPLACEMENT,voice,completed,310,2025-04-19
A4571,S2336,U1213,DL,ussd,abandoned,237,2025-03-28
A4572,S2049,U1402,BIRTH_CERT,ussd,failed,467,2025-01-23
A4573,S2080,U1378,DL,voice,completed,538,2025-03-09
A4574,S2565,U1186,LAND,voice,completed,286,2025-03-21
A4575,S2327,U1302,LAND,voice,completed,1004,2025-04-20
A4576,S2086,U1193,LAND,ussd,completed,233,2025-02-19
A4577,S2765,U1480,BIRTH_CERT,voice,completed,764,2025-02-21
A4578,S2489,U1256,LAND,voice,abandoned,247,2025-02-26
A4579,S3106,U1087,BIRTH_CERT,web,completed,315,2025-02-09
A4580,S2417,U1179,DL,voice,abandoned,1330,2025-01-22
A4581,S2381,U1492,BIRTH_CERT,ussd,completed,687,2025-02-01
A4582,S2003,U1276,BIRTH_CERT,web,abandoned,1089,2025-02-06
A4583,S2768,U1187,DL,ussd,completed,65,2025-03-07
A4584,S3131,U1359,DL,voice,abandoned,622,2025-03-02
A4585,S2603,U1123,DL,voice,abandoned,1016,2025-02-10
A4586,S2423,U1175,BIRTH_CERT,ussd,abandoned,203,2025-01-27
A4587,S2713,U1073,ID_REPLACEMENT,web,completed,606,2025-02-12
A4588,S2603,U1139,DL,ussd,failed,511,2025-01-18
A4589,S2572,U1470,LAND,ussd,abandoned,214,2025-01-29
A4590,S2419,U1115,BIRTH_CERT,web,failed,751,2025-01-29
A4591,S2682,U1459,LAND,voice,completed,156,2025-03-13
A4592,S2301,U1463,BIRTH_CERT,voice,abandoned,380,2025-01-15
A4593,S2539,U1438,BIRTH_CERT,web,completed,624,2025-03-26
A4594,S2320,U1258,LAND,web,abandoned,865,2025-03-08
A4595,S3075,U1373,BIRTH_CERT,voice,completed,177,2025-03-27
A4596,S2590,U1065,DL,voice,completed,364,2025-03-17
A4597,S2011,U1133,BIRTH_CERT,voice,completed,1712,2025-01-03
A4598,S2351,U1253,BIRTH_CERT,voice,completed,203,2025-02-06
A4599,S2024,U1405,LAND,web,completed,357,2025-01-19
A4600,S2675,U1494,BIRTH_CERT,voice,completed,441,2025-02-08
A4601,S2660,U1322,ID_REPLACEMENT,voice,completed,205,2025-02-12
A4602,S2254,U1249,LAND,web,completed,165,2025-01-20
A4603,S2237,U1072,BIRTH_CERT,voice,abandoned,252,2025-02-09
A4604,S2521,U1276,BIRTH_CERT,web,failed,550,2025-03-29
A4605,S2973,U1420,LAND,voice,completed,203,2025-03-16
A4606,S2446,U1160,ID_REPLACEMENT,ussd,completed,821,2025-03-22
A4607,S3041,U1115,BIRTH_CERT,voice,failed,1593,2025-01-19
A4608,S2753,U1256,LAND,web,completed,350,2025-04-23
A4609,S2503,U1121,ID_REPLACEMENT,voice,failed,764,2025-04-12
A4610,S2182,U1320,DL,ussd,completed,103,2025-01-24
A4611,S2458,U1364,ID_REPLACEMENT,web,completed,359,2025-03-01
A4612,S2644,U1326,ID_REPLACEMENT,web,completed,248,2025-01-07
A4613,S2804,U1420,DL,ussd,failed,809,2025-01-01
A4614,S2307,U1039,BIRTH_CERT,voice,completed,153,2025-03-01
A4615,S2230,U1318,LAND,voice,failed,144,2025-03-07
A4616,S2225,U1051,DL,ussd,completed,719,2025-02-17
A4617,S2280,U1488,LAND,web,abandoned,382,2025-03-15
A4618,S2224,U1459,DL,web,completed,378,2025-03-25
A4619,S2782,U1159,ID_REPLACEMENT,voice,completed,884,2025-04-30
A4620,S2512,U1410,LAND,voice,completed,425,2025-04-09
A4621,S2677,U1297,BIRTH_CERT,voice,failed,379,2025-02-18
A4622,S3158,U1237,BIRTH_CERT,web,completed,438,2025-01-07
A4623,S2835,U1435,LAND,web,completed,347,2025-03-26
A4624,S2393,U1028,ID_REPLACEMENT,voice,failed,266,2025-02-17
A4625,S2408,U1301,BIRTH_CERT,web,completed,33,2025-01-31
A4626,S2351,U1065,LAND,web,completed,496,2025-02-20
A4627,S2869,U1301,DL,voice,completed,461,2025-03-22
A4628,S3178,U1466,BIRTH_CERT,web,completed,543,2025-03-01
A4629,S2655,U1408,BIRTH_CERT,web,completed,351,2025-03-17
A4630,S2242,U1098,BIRTH_CERT,voice,failed,180,2025-03-13
A4631,S2347,U1448,DL,ussd,completed,487,2025-03-01
A4632,S2956,U1440,DL,voice,completed,511,2025-04-06
A4633,S2895,U1027,LAND,voice,completed,598,2025-03-20
A4634,S2421,U1401,DL,ussd,completed,97,2025-03-16
A4635,S2810,U1237,ID_REPLACEMENT,voice,completed,234,2025-03-08
A4636,S2767,U1190,BIRTH_CERT,voice,completed,199,2025-02-26
A4637,S2356,U1401,LAND,ussd,completed,263,2025-04-12
A4638,S2721,U1279,DL,ussd,failed,105,2025-04-05
A4639,S3147,U1434,ID_REPLACEMENT,web,failed,731,2025-01-24
A4640,S2063,U1028,BIRTH_CERT,ussd,completed,802,2025-04-24
A4641,S2958,U1274,LAND,ussd,abandoned,391,2025-01-23
A4642,S2987,U1498,ID_REPLACEMENT,voice,completed,994,2025-04-02
A4643,S2048,U1158,DL,ussd,completed,353,2025-03-12
A4644,S2435,U1350,ID_REPLACEMENT,voice,abandoned,1504,2025-04-29
A4645,S2504,U1491,BIRTH_CERT,web,completed,205,2025-02-01
A4646,S2918,U1495,ID_REPLACEMENT,web,completed,404,2025-04-04
A4647,S2630,U1085,BIRTH_CERT,web,completed,212,2025-03-12
A4648,S2355,U1156,BIRTH_CERT,web,completed,805,2025-04-09
A4649,S2779,U1275,BIRTH_CERT,voice,failed,56,2025-02-18
A4650,S2697,U1449,ID_REPLACEMENT,voice,completed,1753,2025-04-28
A4651,S2151,U1067,LAND,voice,completed,300,2025-02-15
A4652,S2341,U1173,DL,ussd,completed,629,2025-02-09
A4653,S2215,U1274,LAND,voice,failed,779,2025-04-26
A4654,S2263,U1134,BIRTH_CERT,web,completed,399,2025-03-15
A4655,S2100,U1169,LAND,web,completed,256,2025-02-22
A4656,S2128,U1399,LAND,ussd,completed,364,2025-03-03
A4657,S2764,U1179,BIRTH_CERT,ussd,abandoned,200,2025-01-03
A4658,S2301,U1288,DL,web,completed,441,2025-01-02
A4659,S2259,U1294,ID_REPLACEMENT,voice,completed,211,2025-02-23
A4660,S2583,U1298,DL,voice,abandoned,685,2025-04-12
A4661,S2543,U1106,ID_REPLACEMENT,voice,failed,341,2025-02-20
A4662,S2783,U1211,LAND,voice,completed,154,2025-04-09
A4663,S2030,U1124,ID_REPLACEMENT,voice,completed,428,2025-04-12
A4664,S2132,U1429,DL,web,completed,310,2025-02-15
A4665,S2938,U1248,ID_REPLACEMENT,web,completed,188,2025-04-05
A4666,S2652,U1387,BIRTH_CERT,voice,abandoned,556,2025-01-19
A4667,S3159,U1270,LAND,voice,completed,377,2025-01-22
A4668,S2906,U1042,DL,ussd,abandoned,640,2025-01-19
A4669,S2706,U1285,LAND,voice,completed,1632,2025-01-21
A4670,S2032,U1294,DL,voice,completed,885,2025-01-27
A4671,S2643,U1106,LAND,voice,completed,154,2025-04-26
A4672,S2498,U1298,DL,ussd,abandoned,241,2025-01-21
A4673,S2493,U1013,LAND,web,completed,358,2025-03-21
A4674,S3173,U1197,LAND,voice,completed,328,2025-02-24
A4675,S2313,U1085,DL,voice,completed,558,2025-01-29
A4676,S2955,U1363,BIRTH_CERT,web,completed,438,2025-02-02
A4677,S2353,U1273,ID_REPLACEMENT,voice,failed,570,2025-03-16
A4678,S2874,U1301,BIRTH_CERT,web,completed,1622,2025-01-10
A4679,S2482,U1334,DL,web,completed,1012,2025-01-21
A4680,S2592,U1020,BIRTH_CERT,web,completed,401,2025-01-17
A4681,S3119,U1227,ID_REPLACEMENT,web,abandoned,94,2025-02-27
A4682,S2537,U1331,LAND,web,abandoned,389,2025-03-04
A4683,S2910,U1474,LAND,voice,failed,826,2025-03-03
A4684,S2415,U1188,DL,voice,abandoned,174,2025-03-15
A4685,S3084,U1202,BIRTH_CERT,voice,completed,486,2025-04-03
A4686,S3027,U1350,BIRTH_CERT,ussd,abandoned,142,2025-01-06
A4687,S3001,U1064,ID_REPLACEMENT,web,completed,1256,2025-01-10
A4688,S3035,U1408,ID_REPLACEMENT,web,completed,728,2025-02-15
A4689,S2650,U1498,DL,web,completed,117,2025-03-12
A4690,S2781,U1216,BIRTH_CERT,web,completed,146,2025-01-11
A4691,S3038,U1464,DL,voice,abandoned,780,2025-02-12
A4692,S2268,U1070,BIRTH_CERT,voice,completed,654,2025-02-27
A4693,S2289,U1287,LAND,web,failed,663,2025-04-17
A4694,S3023,U1431,BIRTH_CERT,voice,failed,851,2025-02-07
A4695,S2732,U1106,DL,voice,completed,427,2025-04-14
A4696,S2042,U1472,BIRTH_CERT,voice,completed,322,2025-01-23
A4697,S2480,U1465,ID_REPLACEMENT,voice,abandoned,119,2025-02-15
A4698,S2427,U1034,BIRTH_CERT,web,failed,180,2025-02-01
A4699,S2816,U1089,BIRTH_CERT,web,failed,451,2025-03-30
A4700,S2988,U1203,LAND,ussd,abandoned,581,2025-04-24
A4701,S2544,U1497,DL,voice,completed,1115,2025-03-08
A4702,S2257,U1486,ID_REPLACEMENT,voice,completed,755,2025-04-02
A4703,S2289,U1333,LAND,ussd,failed,391,2025-01-09
A4704,S2446,U1263,DL,voice,completed,446,2025-01-04
A4705,S2725,U1277,DL,voice,abandoned,1222,2025-02-19
A4706,S2578,U1203,LAND,voice,abandoned,574,2025-04-20
A4707,S2905,U1415,LAND,voice,completed,319,2025-03-10
A4708,S2398,U1045,LAND,web,completed,170,2025-03-18
A4709,S2459,U1396,ID_REPLACEMENT,web,completed,691,2025-03-14
A4710,S3140,U1288,LAND,voice,completed,717,2025-01-15
A4711,S2678,U1244,DL,ussd,completed,686,2025-04-16
A4712,S3074,U1256,DL,web,completed,383,2025-02-28
A4713,S2141,U1091,BIRTH_CERT,web,abandoned,279,2025-04-24
A4714,S2652,U1066,BIRTH_CERT,ussd,completed,273,2025-03-26
A4715,S2077,U1368,LAND,web,completed,358,2025-01-20
A4716,S2427,U1079,LAND,voice,completed,681,2025-04-17
A4717,S2038,U1433,ID_REPLACEMENT,web,failed,569,2025-03-09
A4718,S2187,U1125,ID_REPLACEMENT,web,completed,1322,2025-04-18
A4719,S2761,U1415,DL,voice,completed,168,2025-04-10
A4720,S2844,U1491,LAND,voice,completed,78,2025-04-01
A4721,S2002,U1009,ID_REPLACEMENT,web,failed,277,2025-02-23
A4722,S2699,U1384,LAND,ussd,completed,310,2025-01-13
A4723,S3110,U1454,BIRTH_CERT,ussd,failed,224,2025-01-09
A4724,S2921,U1430,DL,web,completed,575,2025-01-12
A4725,S2220,U1262,ID_REPLACEMENT,web,abandoned,97,2025-01-24
A4726,S2159,U1365,DL,web,completed,464,2025-01-28
A4727,S2870,U1445,ID_REPLACEMENT,voice,completed,379,2025-01-07
A4728,S2990,U1179,DL,voice,failed,297,2025-02-17
A4729,S2500,U1113,BIRTH_CERT,voice,completed,102,2025-04-14
A4730,S2293,U1067,LAND,web,completed,178,2025-01-15
A4731,S3108,U1131,BIRTH_CERT,voice,completed,587,2025-01-17
A4732,S2661,U1312,ID_REPLACEMENT,ussd,completed,501,2025-02-20
A4733,S2180,U1344,LAND,ussd,abandoned,571,2025-03-14
A4734,S2469,U1004,ID_REPLACEMENT,voice,abandoned,407,2025-04-08
A4735,S2500,U1198,DL,web,completed,649,2025-04-12
A4736,S2800,U1310,BIRTH_CERT,voice,failed,180,2025-02-09
A4737,S2944,U1066,BIRTH_CERT,web,abandoned,1434,2025-03-08
A4738,S2765,U1440,DL,web,completed,259,2025-02-03
A4739,S2133,U1494,LAND,voice,completed,121,2025-04-24
A4740,S2445,U1354,DL,voice,failed,359,2025-04-20
A4741,S3118,U1074,ID_REPLACEMENT,voice,abandoned,1153,2025-01-06
A4742,S3141,U1075,DL,web,completed,389,2025-03-17
A4743,S3170,U1246,LAND,voice,failed,786,2025-01-08
A4744,S2901,U1038,ID_REPLACEMENT,voice,completed,1478,2025-01-27
A4745,S3031,U1079,ID_REPLACEMENT,voice,completed,672,2025-03-19
A4746,S2110,U1360,ID_REPLACEMENT,voice,completed,1142,2025-03-27
A4747,S2216,U1426,ID_REPLACEMENT,voice,completed,949,2025-04-15
A4748,S2882,U1198,LAND,voice,completed,1062,2025-03-11
A4749,S2782,U1468,ID_REPLACEMENT,web,completed,431,2025-04-03
A4750,S2149,U1009,BIRTH_CERT,voice,abandoned,184,2025-04-18
A4751,S2597,U1378,DL,voice,abandoned,564,2025-04-22
A4752,S3079,U1337,DL,voice,completed,494,2025-01-06
A4753,S2785,U1028,ID_REPLACEMENT,voice,completed,495,2025-02-15
A4754,S2106,U1255,BIRTH_CERT,voice,abandoned,263,2025-02-14
A4755,S2892,U1254,ID_REPLACEMENT,voice,completed,139,2025-02-09
A4756,S3062,U1153,ID_REPLACEMENT,voice,completed,200,2025-01-04
A4757,S2088,U1029,ID_REPLACEMENT,ussd,failed,132,2025-02-09
A4758,S2188,U1108,LAND,web,completed,391,2025-01-24
A4759,S3008,U1064,LAND,web,completed,1236,2025-03-05
A4760,S2555,U1421,DL,voice,completed,556,2025-02-19
A4761,S2231,U1494,LAND,web,completed,107,2025-02-22
A4762,S2795,U1014,BIRTH_CERT,voice,failed,277,2025-01-19
A4763,S2285,U1344,BIRTH_CERT,web,completed,441,2025-04-17
A4764,S3074,U1018,LAND,ussd,completed,166,2025-02-28
A4765,S2800,U1027,BIRTH_CERT,voice,completed,472,2025-01-19
A4766,S3009,U1496,ID_REPLACEMENT,voice,abandoned,258,2025-04-06
A4767,S2831,U1352,BIRTH_CERT,voice,abandoned,1445,2025-02-07
A4768,S2484,U1248,BIRTH_CERT,web,completed,1328,2025-04-25
A4769,S3096,U1270,BIRTH_CERT,ussd,failed,173,2025-04-14
A4770,S2964,U1120,BIRTH_CERT,web,completed,278,2025-01-21
A4771,S2821,U1333,DL,ussd,abandoned,1029,2025-04-24
A4772,S2176,U1060,DL,ussd,abandoned,470,2025-02-06
A4773,S3007,U1037,LAND,voice,completed,1030,2025-03-28
A4774,S3030,U1354,BIRTH_CERT,web,abandoned,969,2025-02-26
A4775,S3005,U1287,DL,web,completed,190,2025-02-16
A4776,S2939,U1205,LAND,web,completed,301,2025-03-22
A4777,S2827,U1332,ID_REPLACEMENT,ussd,failed,128,2025-01-31
A4778,S2256,U1296,BIRTH_CERT,voice,completed,378,2025-04-17
A4779,S2562,U1212,LAND,web,completed,287,2025-02-07
A4780,S2805,U1203,LAND,voice,completed,175,2025-01-03
A4781,S2577,U1398,ID_REPLACEMENT,web,completed,660,2025-04-09
A4782,S2368,U1215,ID_REPLACEMENT,voice,completed,323,2025-01-09
A4783,S2963,U1211,LAND,web,completed,1627,2025-02-16
A4784,S3097,U1318,BIRTH_CERT,ussd,completed,561,2025-03-02
A4785,S3122,U1000,BIRTH_CERT,web,failed,493,2025-03-17
A4786,S2186,U1426,DL,ussd,completed,189,2025-01-09
A4787,S2701,U1397,LAND,ussd,completed,395,2025-02-16
A4788,S2746,U1129,DL,web,completed,402,2025-01-31
A4789,S2062,U1007,LAND,voice,failed,618,2025-03-26
A4790,S2889,U1010,LAND,web,completed,1891,2025-02-09
A4791,S2227,U1019,LAND,voice,completed,135,2025-04-13
A4792,S2014,U1043,BIRTH_CERT,voice,abandoned,448,2025-02-18
A4793,S2128,U1314,BIRTH_CERT,voice,completed,1310,2025-04-10
A4794,S3117,U1016,LAND,voice,failed,1196,2025-02-21
A4795,S2755,U1244,ID_REPLACEMENT,web,completed,1000,2025-04-27
A4796,S3111,U1395,ID_REPLACEMENT,web,abandoned,206,2025-02-11
A4797,S2837,U1211,LAND,voice,failed,1101,2025-04-09
A4798,S3033,U1329,DL,voice,completed,318,2025-03-27
A4799,S2685,U1276,BIRTH_CERT,web,completed,1124,2025-01-06
A4800,S2686,U1194,DL,web,completed,93,2025-01-15
A4801,S2950,U1131,DL,voice,failed,611,2025-01-28
A4802,S2529,U1215,ID_REPLACEMENT,voice,failed,1145,2025-02-19
A4803,S2521,U1181,ID_REPLACEMENT,voice,completed,762,2025-03-05
A4804,S3115,U1228,DL,voice,failed,592,2025-03-16
A4805,S2442,U1154,DL,voice,completed,582,2025-01-10
A4806,S2297,U1111,DL,ussd,completed,352,2025-02-08
