s.session_id,s.user_id,channel,language,total_duration_sec,s.total_turns,final_outcome,is_completed,is_abandoned,is_transferred,transfer_reason,session_date,session_month,region,is_disabled,is_first_time_user,is_vulnerable_user,avg_asr_confidence,avg_intent_confidence,misunderstanding_rate,silence_rate,is_recovered,is_escalated,had_errors,user_turns,system_turns,total_error_turns,misunderstanding_turns,silence_turns,noise_turns,turn_error_rate_pct,repeat_intent_rate_pct,intent_service_lookup_count,intent_start_application_count,intent_repeat_count,intent_unknown_count,avg_turn_intent_confidence,avg_turn_asr_confidence,total_application_attempts,had_successful_application,applications_completed,applications_abandoned,applications_failed,services_attempted,primary_service_code,application_channel,avg_time_to_submit_sec,high_confusion_session,high_misunderstanding_session,high_silence_session,had_application_attempt,end_to_end_success,vulnerable_user_completed
S2262,U1467,voice,KINYARWANDA,371,12,completed,1,0,0,,"March 20, 2025","March 1, 2025",urban,0,1,1,0.81,0.72,0.14,0.29,1,0,0,7,0,3,1,2,0,42.9,42.9,4,0,3,0,0,0,1,0,0,0,1,[LAND],LAND,voice,,1,0,0,1,0,1
S2263,U1002,voice,KINYARWANDA,137,8,abandoned,0,1,0,,"March 29, 2025","March 1, 2025",urban,0,0,0,0.75,0.86,0.14,0.29,1,0,0,5,2,3,1,2,0,42.9,14.3,1,4,1,1,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,399,0,0,0,1,0,0
S2264,U1143,voice,KINYARWANDA,56,3,abandoned,0,1,0,repeated_errors,"January 21, 2025","January 1, 2025",rural,0,0,0,0.76,0.73,0,0.14,1,0,0,6,1,1,0,1,0,14.3,14.3,2,3,1,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2265,U1029,voice,KINYARWANDA,157,5,completed,1,0,0,user_request,"March 12, 2025","March 1, 2025",rural,0,0,0,0.66,0.72,0,0,1,0,0,2,0,0,0,0,0,0,50,0,1,1,0,0,0,1,0,0,0,1,[LAND],LAND,web,,1,0,0,1,0,0
S2266,U1236,voice,KINYARWANDA,35,4,completed,1,0,0,,"April 3, 2025","April 1, 2025",rural,0,0,0,0.77,0.82,0.33,0.33,0,1,0,1,2,3,1,1,1,100,0,3,0,0,0,0,0,1,1,1,0,0,[DL],DL,ussd,993,0,1,1,1,1,0
S2267,U1278,voice,KINYARWANDA,43,8,abandoned,0,1,0,system,"April 6, 2025","April 1, 2025",urban,0,1,1,0.88,0.79,0,0.5,1,1,0,2,0,1,0,1,0,50,0,1,1,0,0,0,0,1,1,1,0,0,[DL],DL,voice,286,0,0,1,1,0,0
S2268,U1347,voice,KINYARWANDA,214,10,abandoned,0,1,0,user_request,"February 1, 2025","February 1, 2025",rural,0,1,1,0.71,0.77,0.3,0,0,0,0,5,5,3,3,0,0,30,60,2,1,6,1,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,654,1,0,0,1,0,0
S2269,U1114,voice,KINYARWANDA,145,5,completed,1,0,0,,"February 22, 2025","February 1, 2025",urban,0,0,0,0.82,0.69,0,0.14,1,0,0,6,1,1,0,1,0,14.3,28.6,1,4,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2270,U1103,voice,KINYARWANDA,125,12,abandoned,0,1,0,user_request,"February 28, 2025","February 1, 2025",rural,1,0,1,0.74,0.62,0.17,0.33,1,1,0,2,4,3,1,2,0,50,0,3,2,0,1,0,0,2,1,2,0,0,"[LAND, ID_REPLACEMENT]",LAND,voice,"1,155",0,0,1,1,0,0
S2271,U1117,voice,KINYARWANDA,305,10,completed,1,0,0,,"March 10, 2025","March 1, 2025",rural,0,0,0,0.76,0.69,0.33,0,0,0,0,5,1,3,2,0,1,50,0,4,0,0,2,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2272,U1004,voice,KINYARWANDA,139,10,completed,1,0,0,,"March 3, 2025","March 1, 2025",rural,0,0,0,0.8,0.7,0.17,0,1,0,0,4,2,1,1,0,0,16.7,16.7,3,1,1,1,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,693,0,0,0,1,1,0
S2273,U1467,voice,KINYARWANDA,116,7,abandoned,0,1,0,,"January 4, 2025","January 1, 2025",urban,0,1,1,0.71,0.62,0.5,0,0,0,0,2,2,2,2,0,0,50,0,0,3,0,1,0,0,2,0,0,1,1,"[ID_REPLACEMENT, BIRTH_CERT]",ID_REPLACEMENT,web,,0,1,0,1,0,0
S2274,U1359,voice,KINYARWANDA,92,10,abandoned,0,1,0,repeated_errors,"March 27, 2025","March 1, 2025",rural,1,0,1,0.7,0.73,0.17,0,1,0,0,5,1,1,1,0,0,16.7,16.7,1,2,1,2,0,0,3,1,1,2,0,"[LAND, BIRTH_CERT, ID_REPLACEMENT]",LAND,voice,99,0,0,0,1,0,0
S2275,U1247,voice,KINYARWANDA,63,8,completed,1,0,0,repeated_errors,"January 18, 2025","January 1, 2025",urban,0,1,1,0.78,0.73,0.29,0.14,0,0,0,6,1,3,2,1,0,42.9,28.6,3,1,2,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2276,U1363,voice,KINYARWANDA,139,7,transferred,0,0,1,,"April 9, 2025","April 1, 2025",rural,0,0,0,0.62,0.58,0,0.25,0,0,0,3,1,1,0,1,0,25,0,2,2,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2277,U1320,voice,KINYARWANDA,88,11,completed,1,0,0,repeated_errors,"March 22, 2025","March 1, 2025",rural,0,1,1,0.71,0.76,0.29,0,0,0,0,5,2,2,2,0,0,28.6,28.6,4,1,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2278,U1120,voice,KINYARWANDA,29,9,abandoned,0,1,0,repeated_errors,"April 24, 2025","April 1, 2025",urban,0,0,0,0.73,0.67,0.25,0.13,0,0,0,6,2,3,2,1,0,37.5,25,2,1,2,3,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2279,U1285,voice,KINYARWANDA,115,10,completed,1,0,0,repeated_errors,"April 24, 2025","April 1, 2025",rural,0,0,0,0.81,0.7,0.25,0.25,0,0,0,3,1,2,1,1,0,50,0,3,1,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2280,U1148,voice,KINYARWANDA,95,3,transferred,0,0,1,,"February 25, 2025","February 1, 2025",rural,0,0,0,0.62,0.53,0,0.5,0,1,0,1,1,1,0,1,0,50,0,2,0,0,0,0,0,1,0,0,1,0,[LAND],LAND,web,,0,0,1,1,0,0
S2281,U1083,voice,KINYARWANDA,214,13,transferred,0,0,1,user_request,"January 24, 2025","January 1, 2025",rural,0,0,0,0.73,0.66,0,0.33,1,1,0,2,4,3,0,2,1,50,0,2,2,0,2,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2282,U1453,voice,KINYARWANDA,5,4,completed,1,0,0,,"March 7, 2025","March 1, 2025",urban,0,0,0,0.66,0.62,0.25,0.38,0,1,0,5,3,5,2,3,0,62.5,12.5,3,2,1,2,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2283,U1405,voice,KINYARWANDA,153,10,transferred,0,0,1,,"January 13, 2025","January 1, 2025",urban,0,0,0,0.81,0.69,0,0.2,1,0,0,2,3,1,0,1,0,20,40,2,1,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2284,U1465,voice,KINYARWANDA,97,14,abandoned,0,1,0,,"March 3, 2025","March 1, 2025",rural,0,1,1,0.79,0.79,0.2,0,1,0,0,2,3,1,1,0,0,20,20,2,1,1,1,0,0,1,1,1,0,0,[DL],DL,web,629,0,0,0,1,0,0
S2285,U1455,voice,KINYARWANDA,22,11,abandoned,0,1,0,,"February 23, 2025","February 1, 2025",rural,0,0,0,0.58,0.52,0.25,0.25,0,0,0,3,1,2,1,1,0,50,0,2,0,0,2,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,441,0,0,0,1,0,0
S2286,U1230,voice,KINYARWANDA,109,6,completed,1,0,0,user_request,"January 15, 2025","January 1, 2025",urban,0,0,0,0.73,0.67,0,0.25,1,0,0,3,1,1,0,1,0,25,0,4,0,0,0,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,voice,,0,0,0,1,0,0
S2287,U1287,voice,KINYARWANDA,65,14,abandoned,0,1,0,,"March 10, 2025","March 1, 2025",rural,0,1,1,0.71,0.58,0.13,0,0,0,0,5,3,1,1,0,0,12.5,25,4,1,2,1,0,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,,1,0,0,1,0,0
S2288,U1160,voice,KINYARWANDA,61,12,transferred,0,0,1,repeated_errors,"January 3, 2025","January 1, 2025",rural,0,0,0,0.75,0.8,0.25,0.25,0,0,0,2,2,3,1,1,1,75,50,0,2,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2289,U1271,voice,KINYARWANDA,147,13,completed,1,0,0,,"February 6, 2025","February 1, 2025",urban,0,0,0,0.8,0.69,0.36,0.091,0,0,0,7,4,6,4,1,1,54.5,9.1,2,5,1,3,0,0,2,0,0,0,2,[LAND],LAND,web,,0,1,0,1,0,0
S2290,U1459,voice,KINYARWANDA,171,12,transferred,0,0,1,,"February 6, 2025","February 1, 2025",rural,0,0,0,0.6,0.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,70,0,0,0,1,0,0
S2291,U1037,voice,KINYARWANDA,146,11,completed,1,0,0,system,"April 11, 2025","April 1, 2025",rural,0,0,0,0.88,0.73,0,0,1,0,0,1,3,0,0,0,0,0,50,0,2,2,0,0,0,1,1,1,0,0,[DL],DL,ussd,280,1,0,0,1,1,0
S2292,U1499,voice,KINYARWANDA,90,6,completed,1,0,0,user_request,"January 3, 2025","January 1, 2025",urban,0,0,0,0.79,0.69,0.2,0.2,1,0,0,7,3,4,2,2,0,40,0,6,3,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2293,U1225,voice,KINYARWANDA,135,12,completed,1,0,0,,"March 4, 2025","March 1, 2025",rural,0,0,0,0.75,0.73,0.33,0.11,0,0,0,6,3,4,3,1,0,44.4,11.1,2,3,1,3,0,0,1,1,1,0,0,[LAND],LAND,web,178,0,1,0,1,1,0
S2294,U1141,voice,KINYARWANDA,146,12,abandoned,0,1,0,,"February 4, 2025","February 1, 2025",rural,0,1,1,0.65,0.62,0.2,0,1,0,0,3,2,1,1,0,0,20,0,4,0,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2295,U1291,voice,KINYARWANDA,264,12,abandoned,0,1,0,,"February 21, 2025","February 1, 2025",rural,0,1,1,0.72,0.74,0,0.2,1,0,0,2,3,2,0,1,1,40,0,2,3,0,0,0,0,2,1,2,0,0,"[BIRTH_CERT, ID_REPLACEMENT]",BIRTH_CERT,voice,837.5,0,0,0,1,0,0
S2296,U1480,voice,KINYARWANDA,83,11,completed,1,0,0,,"March 28, 2025","March 1, 2025",urban,0,0,0,0.76,0.79,0,0,1,0,0,4,1,0,0,0,0,0,60,1,1,3,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2297,U1150,voice,KINYARWANDA,125,13,transferred,0,0,1,user_request,"January 28, 2025","January 1, 2025",urban,1,0,1,0.88,0.69,0.5,0,0,0,0,1,1,1,1,0,0,50,0,1,0,0,1,0,0,1,1,1,0,0,[DL],DL,ussd,352,0,1,0,1,0,0
S2298,U1113,voice,KINYARWANDA,205,9,completed,1,0,0,user_request,"April 4, 2025","April 1, 2025",urban,1,0,1,0.67,0.91,0.5,0,0,0,0,1,1,1,1,0,0,50,0,2,0,0,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2299,U1236,voice,KINYARWANDA,186,4,completed,1,0,0,,"January 18, 2025","January 1, 2025",rural,0,0,0,0.82,0.57,0.17,0.17,0,0,0,5,1,2,1,1,0,33.3,0,2,4,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2300,U1065,voice,KINYARWANDA,9,11,completed,1,0,0,system,"April 26, 2025","April 1, 2025",rural,0,0,0,0.83,0.67,0.38,0.13,0,0,0,6,2,4,3,1,0,50,0,3,4,0,1,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,260,0,1,0,1,1,0
S2301,U1360,voice,KINYARWANDA,66,6,abandoned,0,1,0,repeated_errors,"February 5, 2025","February 1, 2025",rural,0,0,0,0.73,0.64,0.17,0,1,0,0,3,3,1,1,0,0,16.7,33.3,1,2,2,1,0,0,2,1,1,1,0,"[BIRTH_CERT, DL]",BIRTH_CERT,voice,441,1,0,0,1,0,0
S2302,U1340,voice,KINYARWANDA,140,10,transferred,0,0,1,,"February 2, 2025","February 1, 2025",rural,1,1,1,0.74,0.72,0.33,0.17,0,0,0,2,4,4,2,1,1,66.7,0,2,3,0,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2303,U1257,voice,KINYARWANDA,47,9,abandoned,0,1,0,,"March 5, 2025","March 1, 2025",urban,0,0,0,0.83,0.74,0.11,0,1,0,0,3,6,1,1,0,0,11.1,11.1,4,2,1,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2304,U1474,voice,KINYARWANDA,49,9,abandoned,0,1,0,repeated_errors,"January 26, 2025","January 1, 2025",rural,1,1,1,0.79,0.73,0,0,1,0,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2305,U1248,voice,KINYARWANDA,99,10,completed,1,0,0,repeated_errors,"February 17, 2025","February 1, 2025",urban,0,0,0,0.75,0.74,0,0,1,0,0,2,0,0,0,0,0,0,50,0,1,1,0,0,0,2,1,1,0,1,"[BIRTH_CERT, DL]",BIRTH_CERT,web,790,1,0,0,1,1,0
S2306,U1456,voice,KINYARWANDA,155,3,completed,1,0,0,,"February 9, 2025","February 1, 2025",rural,0,0,0,0.81,0.59,0.13,0,0,0,0,6,2,1,1,0,0,12.5,25,2,2,2,2,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2307,U1448,voice,KINYARWANDA,53,7,completed,1,0,0,,"January 17, 2025","January 1, 2025",rural,0,0,0,0.8,0.66,0.091,0.18,1,0,0,4,7,3,1,2,0,27.3,9.1,7,2,1,1,0,0,2,1,1,1,0,"[DL, BIRTH_CERT]",DL,voice,153,0,0,0,1,1,0
S2308,U1330,voice,KINYARWANDA,119,4,completed,1,0,0,,"February 9, 2025","February 1, 2025",rural,0,0,0,0.79,0.62,0,0.33,1,1,0,2,1,1,0,1,0,33.3,0,2,0,0,1,0,0,2,1,2,0,0,"[ID_REPLACEMENT, LAND]",ID_REPLACEMENT,voice,240,0,0,1,1,1,0
S2309,U1322,voice,KINYARWANDA,17,4,completed,1,0,0,user_request,"January 7, 2025","January 1, 2025",urban,0,0,0,0.82,0.7,0.2,0,1,0,0,3,2,1,1,0,0,20,20,1,3,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2310,U1179,voice,KINYARWANDA,70,3,abandoned,0,1,0,,"February 26, 2025","February 1, 2025",rural,0,0,0,0.82,0.82,0.33,0.33,0,1,0,2,1,2,1,1,0,66.7,0,2,1,0,0,0,0,0,0,0,0,0,[],,,,0,1,1,0,0,0
S2311,U1189,voice,KINYARWANDA,230,7,completed,1,0,0,,"January 8, 2025","January 1, 2025",rural,0,0,0,0.83,0.65,0.33,0.33,0,1,0,1,2,2,1,1,0,66.7,33.3,1,1,1,0,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,160,1,1,1,1,1,0
S2312,U1406,voice,KINYARWANDA,12,4,abandoned,0,1,0,user_request,"April 27, 2025","April 1, 2025",rural,0,0,0,0.83,0.84,0.5,0,0,0,0,0,2,1,1,0,0,50,0,0,0,0,2,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,195,0,1,0,1,0,0
S2313,U1153,voice,KINYARWANDA,142,6,completed,1,0,0,system,"February 25, 2025","February 1, 2025",rural,0,0,0,0.9,0.61,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,2,1,1,0,1,"[DL, LAND]",DL,voice,558,0,0,0,1,1,0
S2314,U1195,voice,KINYARWANDA,160,5,completed,1,0,0,system,"January 31, 2025","January 1, 2025",rural,0,0,0,0.71,0.84,0,0,1,0,0,2,1,1,0,0,1,33.3,33.3,2,0,1,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,269,1,0,0,1,1,0
S2315,U1465,voice,KINYARWANDA,138,5,abandoned,0,1,0,,"February 28, 2025","February 1, 2025",rural,0,1,1,0.77,0.8,0.6,0,0,0,0,1,4,4,3,0,1,80,0,4,1,0,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,718,0,1,0,1,0,0
S2316,U1310,voice,KINYARWANDA,46,4,completed,1,0,0,,"February 27, 2025","February 1, 2025",rural,0,1,1,0.78,0.63,0,0.17,1,0,0,4,2,1,0,1,0,16.7,33.3,3,1,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2317,U1261,voice,KINYARWANDA,143,8,transferred,0,0,1,,"January 12, 2025","January 1, 2025",urban,0,0,0,0.82,0.74,0,0.17,1,0,0,4,2,2,0,1,1,33.3,0,3,2,0,1,0,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,0,0,0,1,0,0
S2318,U1418,voice,KINYARWANDA,298,4,abandoned,0,1,0,,"February 17, 2025","February 1, 2025",urban,0,0,0,0.8,0.64,0,0,1,0,0,1,3,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2319,U1405,voice,KINYARWANDA,86,10,completed,1,0,0,system,"January 31, 2025","January 1, 2025",urban,0,0,0,0.72,0.71,0.25,0,0,0,0,1,3,1,1,0,0,25,0,1,1,0,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2320,U1426,voice,KINYARWANDA,114,10,transferred,0,0,1,,"April 18, 2025","April 1, 2025",rural,0,1,1,0.75,0.84,0.5,0,0,0,0,2,2,2,2,0,0,50,0,1,1,0,2,0,0,3,1,1,1,1,"[ID_REPLACEMENT, LAND]",LAND,voice,270,0,1,0,1,0,0
S2321,U1142,voice,KINYARWANDA,77,14,completed,1,0,0,,"March 24, 2025","March 1, 2025",rural,0,0,0,0.8,0.67,0.33,0,0,0,0,2,1,1,1,0,0,33.3,0,1,2,0,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2322,U1341,voice,KINYARWANDA,212,7,completed,1,0,0,,"March 4, 2025","March 1, 2025",rural,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,ussd,341,0,0,0,1,1,0
S2323,U1315,voice,KINYARWANDA,108,12,abandoned,0,1,0,,"March 15, 2025","March 1, 2025",urban,0,0,0,0.73,0.7,0.25,0,0,0,0,2,2,1,1,0,0,25,25,2,1,1,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2324,U1100,voice,KINYARWANDA,197,9,completed,1,0,0,user_request,"February 8, 2025","February 1, 2025",rural,0,1,1,0.81,0.74,0.71,0,0,0,0,2,5,5,5,0,0,71.4,14.3,3,2,1,1,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,voice,,0,1,0,1,0,1
S2325,U1243,voice,KINYARWANDA,169,6,abandoned,0,1,0,,"March 17, 2025","March 1, 2025",rural,0,0,0,0.66,0.5,0.5,0,0,0,0,1,1,1,1,0,0,50,0,0,1,0,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2326,U1489,voice,KINYARWANDA,19,3,abandoned,0,1,0,,"January 20, 2025","January 1, 2025",urban,0,1,1,0.65,0.72,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,0,0,0,1,0,0
S2327,U1011,voice,KINYARWANDA,25,13,transferred,0,0,1,,"April 11, 2025","April 1, 2025",urban,0,0,0,0.67,0.78,0,0.25,1,0,0,3,1,1,0,1,0,25,25,2,1,1,0,0,0,2,1,1,1,0,"[DL, LAND]",DL,voice,"1,004",1,0,0,1,0,0
S2328,U1238,voice,KINYARWANDA,43,4,completed,1,0,0,,"February 17, 2025","February 1, 2025",urban,0,0,0,0.66,0.68,0.13,0.13,1,0,0,3,5,3,1,1,1,37.5,0,4,4,0,0,0,0,4,1,2,2,0,"[DL, LAND, ID_REPLACEMENT]",DL,web,832,0,0,0,1,1,0
S2329,U1048,voice,KINYARWANDA,57,12,completed,1,0,0,,"April 15, 2025","April 1, 2025",rural,0,0,0,0.67,0.79,0.13,0,1,0,0,5,3,1,1,0,0,12.5,0,5,1,0,2,0,0,2,0,0,0,2,"[BIRTH_CERT, ID_REPLACEMENT]",BIRTH_CERT,web,,0,0,0,1,0,0
S2330,U1041,voice,KINYARWANDA,226,12,abandoned,0,1,0,repeated_errors,"March 12, 2025","March 1, 2025",rural,0,0,0,0.78,0.82,0.67,0,0,0,0,2,4,4,4,0,0,66.7,16.7,3,2,1,0,0,0,1,0,0,0,1,[LAND],LAND,voice,,0,1,0,1,0,0
S2331,U1165,voice,KINYARWANDA,60,6,completed,1,0,0,repeated_errors,"April 26, 2025","April 1, 2025",urban,0,0,0,0.65,0.74,0,0.33,1,1,0,3,3,2,0,2,0,33.3,0,4,2,0,0,0,0,1,0,0,1,0,[LAND],LAND,web,,0,0,1,1,0,0
S2332,U1081,voice,KINYARWANDA,96,3,completed,1,0,0,repeated_errors,"February 23, 2025","February 1, 2025",urban,0,1,1,0.74,0.78,0.25,0.25,0,0,0,3,1,2,1,1,0,50,25,1,2,1,0,0,0,3,1,3,0,0,[DL],DL,voice,388.33,1,0,0,1,1,1
S2333,U1428,voice,KINYARWANDA,193,10,completed,1,0,0,system,"March 19, 2025","March 1, 2025",rural,0,0,0,0.81,0.71,0.13,0.25,1,0,0,4,4,3,1,2,0,37.5,25,4,2,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2334,U1290,voice,KINYARWANDA,7,11,completed,1,0,0,system,"March 16, 2025","March 1, 2025",rural,0,1,1,0.71,0.75,0.2,0,1,0,0,4,1,2,1,0,1,40,0,1,1,0,3,0,0,2,0,0,0,2,"[BIRTH_CERT, DL]",BIRTH_CERT,voice,,0,0,0,1,0,1
S2335,U1157,voice,KINYARWANDA,87,6,completed,1,0,0,system,"March 12, 2025","March 1, 2025",urban,0,0,0,0.78,0.71,0.2,0.4,1,1,0,3,2,4,1,2,1,80,0,1,2,0,2,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2336,U1215,voice,KINYARWANDA,63,12,transferred,0,0,1,,"January 29, 2025","January 1, 2025",rural,0,1,1,0.82,0.74,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,[DL],DL,ussd,,0,0,0,1,0,0
S2337,U1489,voice,KINYARWANDA,198,5,transferred,0,0,1,,"March 15, 2025","March 1, 2025",urban,0,1,1,0.61,0.63,0,0,1,0,0,0,2,0,0,0,0,0,50,0,1,1,0,0,0,4,1,2,2,0,"[DL, LAND, ID_REPLACEMENT]",DL,ussd,287.5,1,0,0,1,0,0
S2338,U1157,voice,KINYARWANDA,87,4,completed,1,0,0,,"April 3, 2025","April 1, 2025",urban,0,0,0,0.85,0.68,0.4,0,0,0,0,4,1,3,2,0,1,60,0,2,2,0,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2339,U1461,voice,KINYARWANDA,212,7,completed,1,0,0,user_request,"March 14, 2025","March 1, 2025",urban,0,0,0,0.71,0.77,0,0.2,1,0,0,5,0,1,0,1,0,20,20,4,0,1,0,0,0,1,1,1,0,0,[LAND],LAND,voice,754,0,0,0,1,1,0
S2340,U1133,voice,KINYARWANDA,44,5,completed,1,0,0,system,"April 10, 2025","April 1, 2025",rural,0,1,1,0.81,0.78,0,0,1,0,0,0,1,0,0,0,0,0,100,0,0,1,0,0,0,1,1,1,0,0,[LAND],LAND,web,742,1,0,0,1,1,1
S2341,U1066,voice,KINYARWANDA,153,12,transferred,0,0,1,user_request,"February 17, 2025","February 1, 2025",rural,0,1,1,0.77,0.73,0,0,1,0,0,3,2,2,0,0,2,40,0,1,3,0,1,0,0,1,1,1,0,0,[DL],DL,ussd,629,0,0,0,1,0,0
S2342,U1335,voice,KINYARWANDA,251,9,completed,1,0,0,,"March 15, 2025","March 1, 2025",rural,0,0,0,0.8,0.8,0.33,0.33,0,1,0,5,1,4,2,2,0,66.7,0,2,4,0,0,0,0,0,0,0,0,0,[],,,,0,1,1,0,0,0
S2343,U1006,voice,KINYARWANDA,47,13,abandoned,0,1,0,system,"March 24, 2025","March 1, 2025",rural,0,0,0,0.72,0.78,0.14,0,1,0,0,4,3,3,1,0,2,42.9,14.3,0,4,1,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2344,U1435,voice,KINYARWANDA,44,8,completed,1,0,0,,"February 25, 2025","February 1, 2025",urban,0,1,1,0.79,0.7,0,0,1,0,0,1,2,0,0,0,0,0,33.3,0,2,1,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2345,U1013,voice,KINYARWANDA,165,3,abandoned,0,1,0,,"April 5, 2025","April 1, 2025",rural,0,1,1,0.58,0.63,0.67,0,0,0,0,1,2,2,2,0,0,66.7,0,0,2,0,1,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,660,0,1,0,1,0,0
S2346,U1072,voice,KINYARWANDA,52,14,completed,1,0,0,,"January 17, 2025","January 1, 2025",rural,0,1,1,0.8,0.79,0.33,0,0,0,0,1,2,2,1,0,1,66.7,0,2,1,0,0,0,0,1,0,0,0,1,[LAND],LAND,voice,,0,1,0,1,0,1
S2347,U1398,voice,KINYARWANDA,29,10,abandoned,0,1,0,,"January 9, 2025","January 1, 2025",urban,1,0,1,0.69,0.7,0.22,0,1,0,0,4,5,2,2,0,0,22.2,0,3,4,0,2,0,0,1,1,1,0,0,[DL],DL,ussd,487,0,0,0,1,0,0
S2348,U1404,voice,KINYARWANDA,15,4,completed,1,0,0,,"April 19, 2025","April 1, 2025",rural,0,0,0,0.75,0.67,0,0.67,1,1,0,2,1,2,0,2,0,66.7,0,1,1,0,1,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,231,0,0,1,1,1,0
S2349,U1162,voice,KINYARWANDA,110,7,abandoned,0,1,0,,"April 7, 2025","April 1, 2025",urban,0,1,1,0.71,0.69,0.17,0,1,0,0,4,2,1,1,0,0,16.7,0,2,3,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2350,U1065,voice,KINYARWANDA,16,11,completed,1,0,0,,"February 3, 2025","February 1, 2025",rural,0,0,0,0.73,0.74,0.14,0.29,1,0,0,3,4,3,1,2,0,42.9,14.3,3,1,1,2,0,0,2,0,0,1,1,"[LAND, BIRTH_CERT]",LAND,voice,,0,0,0,1,0,0
S2351,U1346,voice,KINYARWANDA,78,10,abandoned,0,1,0,repeated_errors,"February 14, 2025","February 1, 2025",urban,1,1,1,0.69,0.81,0.5,0.5,0,1,0,1,1,2,1,1,0,100,0,2,0,0,0,0,0,3,1,3,0,0,"[BIRTH_CERT, LAND]",BIRTH_CERT,voice,469.67,0,1,1,1,0,0
S2352,U1129,voice,KINYARWANDA,113,4,transferred,0,0,1,user_request,"March 29, 2025","March 1, 2025",rural,0,1,1,0.69,0.55,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
